0 32 59 1 1 -1
0 1  2 1 -1
15 0 1 30 0.428571 -1
15 11  31 1 -1
15 64  32 0.666667 -1
15   32 0.333333 -1
15 42  33 1 -1
15   34 0.4 -1
15 2 48 34 0.6 -1
15 12  35 0.5 -1
15 24  35 0.5 -1
15 47 25 36 1 -1
15 51  37 0.363636 -1
15 3  37 0.363636 -1
15 32 6 37 0.272727 -1
15   38 1 -1
15 18 1 39 1 -1
15 63 12 40 0.6 -1
15   40 0.4 -1
15   41 0.5 -1
15   41 0.5 -1
15 30  42 0.666667 -1
15   42 0.333333 -1
15 31 44 43 1 -1
15 2 63 44 1 -1
15 24 30 45 1 -1
15 68  46 0.666667 -1
15   46 0.333333 -1
15 66 58 47 0.333333 -1
15 56  47 0.444444 -1
15   47 0.222222 -1
15 7 43 48 0.5 -1
15 59 53 48 0.5 -1
15 21  49 0.5 -1
15 10  49 0.5 -1
15   50 0.4 -1
15 13 2 50 0.6 -1
15 53  51 1 -1
15 66 18 52 1 -1
15   53 0.4 -1
15 43 20 53 0.6 -1
15 35 5 54 0.428571 -1
15 50  54 0.571429 -1
15 1 2 55 1 -1
15 61  56 0.571429 -1
15 53 25 56 0.428571 -1
15 63 6 57 1 -1
15 0 8 58 0.3 -1
15 44 33 58 0.3 -1
15 59  58 0.4 -1
15 22  59 0.571429 -1
15 19 47 59 0.428571 -1
15 42  60 0.5 -1
15 32  60 0.5 -1
15 68  61 0.4 -1
15 10  61 0.4 -1
15   61 0.2 -1
15 64 6 62 1 -1
15 10 56 63 0.6 -1
15   63 0.4 -1
15 7  64 1 -1
15   65 0.5 -1
15   65 0.5 -1
15 1 47 66 0.428571 -1
15   66 0.285714 -1
15   66 0.285714 -1
15 13 59 67 1 -1
15 45 1 68 0.333333 -1
15 53 43 68 0.333333 -1
15 50 31 68 0.333333 -1
15   69 1 -1
16 24  0 0.571429 -1
16 27 5 0 0.428571 -1
16 30  1 1 -1
16 55 33 2 1 -1
16   3 0.5 -1
16   3 0.5 -1
16 6 52 4 0.6 -1
16   4 0.4 -1
16 2  5 0.444444 -1
16 68 2 5 0.333333 -1
16   5 0.222222 -1
16 27 52 6 0.428571 -1
16 59  6 0.571429 -1
16 3  7 0.666667 -1
16   7 0.333333 -1
16 40  8 0.571429 -1
16 13 5 8 0.428571 -1
16   9 0.285714 -1
16 51 2 9 0.428571 -1
16   9 0.285714 -1
16   10 1 -1
16   11 0.222222 -1
16 52  11 0.444444 -1
16 53 1 11 0.333333 -1
16 8  12 1 -1
16 53 6 13 0.3 -1
16 12 23 13 0.3 -1
16 7  13 0.4 -1
16 19 31 14 0.375 -1
16 27 20 14 0.375 -1
16   14 0.25 -1
16 2 68 15 0.333333 -1
16   15 0.222222 -1
16 44  15 0.444444 -1
16   17 0.5 -1
16   17 0.5 -1
16 45 64 18 1 -1
16 38 2 19 0.375 -1
16   19 0.25 -1
16 63 30 19 0.375 -1
16 26  20 0.571429 -1
16 11 52 20 0.428571 -1
16   21 0.5 -1
16   21 0.5 -1
16   22 0.4 -1
16 19 44 22 0.6 -1
16 51  23 0.666667 -1
16   23 0.333333 -1
16 5 7 24 1 -1
16 27  25 0.444444 -1
16   25 0.222222 -1
16 7 31 25 0.333333 -1
16 53  26 0.333333 -1
16 66  26 0.333333 -1
16 19  26 0.333333 -1
16 50  27 1 -1
16 19 1 28 1 -1
16 63  29 0.5 -1
16   29 0.25 -1
16   29 0.25 -1
16 11  30 1 -1
16 27 43 31 0.6 -1
16   31 0.4 -1
16 6  32 1 -1
16 42  33 1 -1
16 23  34 0.444444 -1
16   34 0.222222 -1
16 66 58 34 0.333333 -1
16 1 44 35 0.428571 -1
16 7  35 0.571429 -1
16 43  36 0.4 -1
16 18 19 36 0.3 -1
16 23 50 36 0.3 -1
16 33  37 0.666667 -1
16   37 0.333333 -1
16 10 66 38 0.5 -1
16 32 45 38 0.5 -1
16   39 0.25 -1
16 2 43 39 0.375 -1
16 68 23 39 0.375 -1
16   40 1 -1
16 69  41 1 -1
16 27 6 42 1 -1
16   43 0.5 -1
16   43 0.5 -1
16   44 0.5 -1
16   44 0.5 -1
16   45 1 -1
16 27 20 46 1 -1
16   47 0.4 -1
16 5 40 47 0.6 -1
16 53  48 0.666667 -1
16   48 0.333333 -1
16 40  49 1 -1
16 46  50 0.571429 -1
16 59 35 50 0.428571 -1
16   51 0.222222 -1
16 20 41 51 0.333333 -1
16 31  51 0.444444 -1
16   52 1 -1
16 2 11 53 0.333333 -1
16 66 58 53 0.333333 -1
16 61 7 53 0.333333 -1
16 64 51 54 0.5 -1
16 58 59 54 0.5 -1
16 5 34 55 0.375 -1
16 47 21 55 0.375 -1
16   55 0.25 -1
16 10  56 0.571429 -1
16 27 28 56 0.428571 -1
16 6 65 57 0.6 -1
16   57 0.4 -1
16 40 21 58 1 -1
16 27 32 59 1 -1
16 47  60 1 -1
16   61 0.333333 -1
16 18  61 0.666667 -1
16   62 1 -1
16 3  63 0.4 -1
16   63 0.2 -1
16 27  63 0.4 -1
16 45 17 64 0.333333 -1
16 7 5 64 0.333333 -1
16 61 23 64 0.333333 -1
16 63 6 65 0.428571 -1
16 50  65 0.571429 -1
16 27 5 66 0.428571 -1
16 43  66 0.571429 -1
16   67 0.285714 -1
16 11 1 67 0.428571 -1
16   67 0.285714 -1
16 27  68 1 -1
16   69 1 -1
17 59 43 0 0.6 -1
17   0 0.4 -1
17   1 1 -1
17 45  2 1 -1
17 66  3 0.444444 -1
17   3 0.222222 -1
17 44 43 3 0.333333 -1
17   4 1 -1
17   5 0.222222 -1
17 23  5 0.444444 -1
17 6 57 5 0.333333 -1
17   6 0.4 -1
17 44 27 6 0.6 -1
17 61 19 7 1 -1
17   8 0.333333 -1
17   8 0.333333 -1
17   8 0.333333 -1
17   9 0.285714 -1
17 68 62 9 0.428571 -1
17   9 0.285714 -1
17   10 1 -1
17   11 0.5 -1
17   11 0.5 -1
17 64 35 12 0.333333 -1
17 5 50 12 0.333333 -1
17 36 47 12 0.333333 -1
17 67  13 1 -1
17 52  14 0.666667 -1
17   14 0.333333 -1
17   15 0.25 -1
17 22  15 0.5 -1
17   15 0.25 -1
17   16 0.4 -1
17 66 5 16 0.6 -1
17 53 19 18 1 -1
17   19 1 -1
17   20 0.333333 -1
17   20 0.333333 -1
17   20 0.333333 -1
17 25 33 21 0.3 -1
17 19 46 21 0.3 -1
17 33  21 0.4 -1
17 32 29 22 0.5 -1
17 51 68 22 0.5 -1
17 7  23 1 -1
17   24 0.333333 -1
17 63  24 0.666667 -1
17 0  25 1 -1
17 62  26 1 -1
17 51  27 0.333333 -1
17 63  27 0.333333 -1
17 47  27 0.333333 -1
17 19  28 0.5 -1
17   28 0.25 -1
17   28 0.25 -1
17 32  29 0.666667 -1
17   29 0.333333 -1
17 1  30 1 -1
17 59  31 1 -1
17   32 0.222222 -1
17 2  32 0.444444 -1
17 57 11 32 0.333333 -1
17   33 0.333333 -1
17 55  33 0.666667 -1
17 5  34 1 -1
17 43  35 0.571429 -1
17 18 60 35 0.428571 -1
17 37  36 1 -1
17 40 5 37 1 -1
17 55  38 1 -1
17   39 0.5 -1
17   39 0.5 -1
17 34 58 40 0.3 -1
17 52  40 0.4 -1
17 69 65 40 0.3 -1
17 53 7 41 0.428571 -1
17 31  41 0.571429 -1
17 1  42 1 -1
17 6  43 0.5 -1
17 5  43 0.5 -1
17 42 63 44 0.6 -1
17   44 0.4 -1
17   45 0.285714 -1
17   45 0.285714 -1
17 34 0 45 0.428571 -1
17   46 0.333333 -1
17 58  46 0.666667 -1
17 56  47 0.363636 -1
17 31 33 47 0.272727 -1
17 66  47 0.363636 -1
17 29 61 48 0.272727 -1
17 66  48 0.363636 -1
17 0  48 0.363636 -1
17   49 0.5 -1
17   49 0.5 -1
17 44 24 50 0.6 -1
17   50 0.4 -1
17 36  51 0.571429 -1
17 45 61 51 0.428571 -1
17 5 68 52 0.5 -1
17 20 67 52 0.5 -1
17   53 0.333333 -1
17   53 0.333333 -1
17   53 0.333333 -1
17 31  54 1 -1
17 69 1 55 0.375 -1
17   55 0.25 -1
17 6 50 55 0.375 -1
17 7 10 56 1 -1
17 2  57 1 -1
17 19 47 58 0.6 -1
17   58 0.4 -1
17 36 63 59 0.428571 -1
17 50  59 0.571429 -1
17 31  60 0.5 -1
17 27  60 0.5 -1
17 2  61 0.444444 -1
17 6 23 61 0.333333 -1
17   61 0.222222 -1
17 19  62 1 -1
17 32 58 63 0.5 -1
17 5 60 63 0.5 -1
17 35  64 1 -1
17 20  65 1 -1
17 59  66 0.666667 -1
17   66 0.333333 -1
17   67 0.4 -1
17 45 8 67 0.6 -1
17 23  68 0.5 -1
17 43  68 0.5 -1
17   69 1 -1
18 31 5 0 0.5 -1
18 53 27 0 0.5 -1
18 53 0 1 1 -1
18 41 56 2 1 -1
18   3 0.25 -1
18 52  3 0.5 -1
18   3 0.25 -1
18 64  4 0.5 -1
18 26  4 0.5 -1
18 68  5 0.571429 -1
18 63 58 5 0.428571 -1
18 11  6 0.571429 -1
18 33 5 6 0.428571 -1
18 69  7 0.571429 -1
18 52 5 7 0.428571 -1
18 55  8 1 -1
18 8  9 1 -1
18 7  10 1 -1
18   11 0.5 -1
18   11 0.5 -1
18   12 0.25 -1
18 63 68 12 0.375 -1
18 46 66 12 0.375 -1
18   13 0.4 -1
18 33 59 13 0.6 -1
18   14 0.25 -1
18   14 0.25 -1
18 46  14 0.5 -1
18 31 5 15 0.428571 -1
18 58  15 0.571429 -1
18 0 19 16 1 -1
18 32  17 0.333333 -1
18 3  17 0.333333 -1
18 61  17 0.333333 -1
18   19 0.5 -1
18   19 0.5 -1
18   20 1 -1
18 10 59 21 0.375 -1
18   21 0.25 -1
18 55 32 21 0.375 -1
18 21  22 0.4 -1
18 32  22 0.4 -1
18   22 0.2 -1
18   23 1 -1
18 55  24 0.4 -1
18 32 5 24 0.3 -1
18 63 47 24 0.3 -1
18 68  25 0.571429 -1
18 30 66 25 0.428571 -1
18   26 0.222222 -1
18 7  26 0.444444 -1
18 23 40 26 0.333333 -1
18 6 0 27 0.375 -1
18 5 19 27 0.375 -1
18   27 0.25 -1
18 27 63 28 0.3 -1
18 17 53 28 0.3 -1
18 9  28 0.4 -1
18   29 0.4 -1
18 61 17 29 0.6 -1
18 38  30 0.666667 -1
18   30 0.333333 -1
18 2  31 0.571429 -1
18 59 54 31 0.428571 -1
18   32 1 -1
18 36  33 0.4 -1
18 31 19 33 0.3 -1
18 69 43 33 0.3 -1
18 51 43 34 1 -1
18 46  35 0.4 -1
18 42  35 0.4 -1
18   35 0.2 -1
18 52 12 36 1 -1
18   37 0.333333 -1
18 10  37 0.666667 -1
18   38 0.333333 -1
18   38 0.333333 -1
18   38 0.333333 -1
18 65  39 1 -1
18   40 0.285714 -1
18   40 0.285714 -1
18 37 53 40 0.428571 -1
18 8  41 0.363636 -1
18 5  41 0.363636 -1
18 21 59 41 0.272727 -1
18 43 44 42 0.6 -1
18   42 0.4 -1
18   43 0.333333 -1
18   43 0.333333 -1
18   43 0.333333 -1
18 32  44 1 -1
18 31  45 0.5 -1
18 17  45 0.5 -1
18 43 58 46 1 -1
18 50  47 0.4 -1
18 1 46 47 0.3 -1
18 64 43 47 0.3 -1
18   48 0.25 -1
18   48 0.25 -1
18 1  48 0.5 -1
18 44  49 0.333333 -1
18 42  49 0.333333 -1
18 53  49 0.333333 -1
18 21  50 0.4 -1
18   50 0.2 -1
18 43  50 0.4 -1
18   51 0.333333 -1
18 23  51 0.666667 -1
18 11  52 0.571429 -1
18 50 55 52 0.428571 -1
18 2 59 53 0.5 -1
18 66 6 53 0.5 -1
18 61  54 0.444444 -1
18 19 25 54 0.333333 -1
18   54 0.222222 -1
18 52  55 0.571429 -1
18 65 19 55 0.428571 -1
18   56 1 -1
18 60 7 57 1 -1
18 43 65 58 1 -1
18   59 1 -1
18   60 0.333333 -1
18 17  60 0.666667 -1
18   61 1 -1
18   62 0.333333 -1
18 48  62 0.666667 -1
18   63 0.5 -1
18   63 0.5 -1
18 36 20 64 0.428571 -1
18 11  64 0.571429 -1
18   65 0.4 -1
18 53 47 65 0.6 -1
18   66 1 -1
18 45  67 0.444444 -1
18   67 0.222222 -1
18 31 55 67 0.333333 -1
18 57  68 1 -1
18   69 0.25 -1
18   69 0.25 -1
18 19  69 0.5 -1
19   0 1 -1
19 46  1 0.5 -1
19 55  1 0.5 -1
19 10 20 2 0.5 -1
19 28 27 2 0.5 -1
19 63  3 0.5 -1
19 30  3 0.5 -1
19 50  4 0.363636 -1
19 0 44 4 0.272727 -1
19 63  4 0.363636 -1
19   5 0.333333 -1
19 55  5 0.666667 -1
19 1 53 6 0.5 -1
19 59 63 6 0.5 -1
19   7 0.25 -1
19 60 6 7 0.375 -1
19 67 1 7 0.375 -1
19 10 5 8 0.428571 -1
19 25  8 0.571429 -1
19   9 1 -1
19 57  10 0.5 -1
19 40  10 0.5 -1
19 32 5 11 0.3 -1
19 36  11 0.4 -1
19 57 49 11 0.3 -1
19 36  12 0.666667 -1
19   12 0.333333 -1
19   13 1 -1
19   14 0.333333 -1
19 45  14 0.666667 -1
19 43  15 0.571429 -1
19 8 2 15 0.428571 -1
19 56 63 16 1 -1
19   17 0.333333 -1
19 27  17 0.666667 -1
19 66  18 0.4 -1
19   18 0.2 -1
19 27  18 0.4 -1
19 24 27 20 0.333333 -1
19 41 55 20 0.333333 -1
19 68 23 20 0.333333 -1
19 26 33 21 1 -1
19   22 0.5 -1
19   22 0.5 -1
19 46 18 23 0.333333 -1
19 64 5 23 0.333333 -1
19 0 64 23 0.333333 -1
19 66 17 24 0.428571 -1
19 62  24 0.571429 -1
19 47  25 1 -1
19 5 32 26 0.3 -1
19 30 63 26 0.3 -1
19 35  26 0.4 -1
19   27 0.5 -1
19   27 0.5 -1
19 56  28 0.666667 -1
19   28 0.333333 -1
19   29 0.25 -1
19 35  29 0.5 -1
19   29 0.25 -1
19 62  30 1 -1
19 63  31 1 -1
19 44 47 32 0.333333 -1
19 4  32 0.444444 -1
19   32 0.222222 -1
19   33 0.285714 -1
19 36 56 33 0.428571 -1
19   33 0.285714 -1
19 3 5 34 1 -1
19 47  35 0.444444 -1
19   35 0.222222 -1
19 58 68 35 0.333333 -1
19   36 0.5 -1
19   36 0.5 -1
19 33 67 37 1 -1
19 5 51 38 0.375 -1
19 5 68 38 0.375 -1
19   38 0.25 -1
19 35 16 39 0.272727 -1
19 41  39 0.363636 -1
19 10  39 0.363636 -1
19 59 21 40 1 -1
19 23  41 0.5 -1
19   41 0.25 -1
19   41 0.25 -1
19 47  42 0.363636 -1
19 53  42 0.363636 -1
19 51 25 42 0.272727 -1
19 58  43 0.333333 -1
19 7  43 0.333333 -1
19 31  43 0.333333 -1
19 59  44 1 -1
19 60  45 0.333333 -1
19 8  45 0.333333 -1
19 7  45 0.333333 -1
19   46 0.285714 -1
19 27 50 46 0.428571 -1
19   46 0.285714 -1
19 23 3 47 1 -1
19 33  48 1 -1
19   49 1 -1
19   50 1 -1
19 0 61 51 0.6 -1
19   51 0.4 -1
19   52 0.285714 -1
19 55 3 52 0.428571 -1
19   52 0.285714 -1
19   53 0.4 -1
19 51 54 53 0.6 -1
19 47  54 1 -1
19 66 62 55 0.6 -1
19   55 0.4 -1
19 51 46 56 0.3 -1
19 12  56 0.4 -1
19 62 47 56 0.3 -1
19 44  57 1 -1
19 27 11 58 0.6 -1
19   58 0.4 -1
19 3  59 0.444444 -1
19   59 0.222222 -1
19 36 35 59 0.333333 -1
19 5  60 1 -1
19 48 5 61 1 -1
19   62 1 -1
19 47  63 1 -1
19 10  64 0.666667 -1
19   64 0.333333 -1
19 40  65 1 -1
19   66 1 -1
19 11 52 67 0.5 -1
19 58 44 67 0.5 -1
19   68 1 -1
19 50  69 0.4 -1
19   69 0.2 -1
19 21  69 0.4 -1
20   0 1 -1
20   1 0.333333 -1
20   1 0.333333 -1
20   1 0.333333 -1
20 16 36 2 1 -1
20 13  3 0.444444 -1
20   3 0.222222 -1
20 8 53 3 0.333333 -1
20   4 0.285714 -1
20   4 0.285714 -1
20 6 59 4 0.428571 -1
20 6 50 5 0.6 -1
20   5 0.4 -1
20   6 0.4 -1
20 52 69 6 0.6 -1
20 44 35 7 1 -1
20 64 47 8 0.428571 -1
20 58  8 0.571429 -1
20   9 0.333333 -1
20   9 0.333333 -1
20   9 0.333333 -1
20 19  10 1 -1
20 69  11 0.333333 -1
20 52  11 0.333333 -1
20 47  11 0.333333 -1
20 43 4 12 1 -1
20 18  13 0.5 -1
20 32  13 0.5 -1
20 59 32 14 0.375 -1
20   14 0.25 -1
20 29 69 14 0.375 -1
20   15 1 -1
20   16 1 -1
20 63  17 0.571429 -1
20 46 60 17 0.428571 -1
20   18 0.333333 -1
20 0  18 0.666667 -1
20 68 52 19 0.375 -1
20 27 5 19 0.375 -1
20   19 0.25 -1
20   21 0.333333 -1
20 54  21 0.666667 -1
20 10  22 0.444444 -1
20 47 38 22 0.333333 -1
20   22 0.222222 -1
20   23 1 -1
20 36  24 0.4 -1
20   24 0.2 -1
20 56  24 0.4 -1
20 21  25 0.5 -1
20   25 0.25 -1
20   25 0.25 -1
20 13 50 26 0.333333 -1
20 0 47 26 0.333333 -1
20 65 66 26 0.333333 -1
20 50 2 27 0.6 -1
20   27 0.4 -1
20   28 0.285714 -1
20 13 10 28 0.428571 -1
20   28 0.285714 -1
20   29 0.5 -1
20   29 0.5 -1
20 67  30 1 -1
20 65 11 31 0.6 -1
20   31 0.4 -1
20   32 0.4 -1
20 65 3 32 0.6 -1
20 64 19 33 1 -1
20   34 0.25 -1
20   34 0.25 -1
20 47  34 0.5 -1
20 63 2 35 1 -1
20 30  36 1 -1
20 57 47 37 1 -1
20 59 64 38 1 -1
20 19  39 0.666667 -1
20   39 0.333333 -1
20 66 5 40 1 -1
20 45 32 41 0.5 -1
20 45 62 41 0.5 -1
20   42 1 -1
20 35 2 43 1 -1
20   44 0.4 -1
20 35 59 44 0.6 -1
20 53  45 0.571429 -1
20 2 41 45 0.428571 -1
20 59  46 1 -1
20 0 54 47 0.428571 -1
20   47 0.285714 -1
20   47 0.285714 -1
20   48 0.4 -1
20 53 43 48 0.6 -1
20   49 0.5 -1
20   49 0.5 -1
20   50 0.2 -1
20 42  50 0.4 -1
20 63  50 0.4 -1
20 27  51 1 -1
20 45  52 0.5 -1
20 10  52 0.5 -1
20 59  53 0.5 -1
20 24  53 0.5 -1
20 1  54 1 -1
20   55 0.285714 -1
20   55 0.285714 -1
20 53 5 55 0.428571 -1
20 63  56 0.571429 -1
20 52 5 56 0.428571 -1
20 45  57 0.571429 -1
20 21 53 57 0.428571 -1
20 27  58 1 -1
20 18  59 0.4 -1
20   59 0.2 -1
20 8  59 0.4 -1
20 56  60 0.571429 -1
20 59 32 60 0.428571 -1
20   61 0.4 -1
20 42 58 61 0.6 -1
20   62 1 -1
20 62  63 0.666667 -1
20   63 0.333333 -1
20 19 11 64 1 -1
20 46 68 65 0.5 -1
20 23 33 65 0.5 -1
20   66 1 -1
20 21  67 0.571429 -1
20 17 47 67 0.428571 -1
20 4 40 68 1 -1
20   69 0.25 -1
20 3  69 0.5 -1
20   69 0.25 -1
21   0 0.285714 -1
21   0 0.285714 -1
21 59 41 0 0.428571 -1
21   1 1 -1
21 61  2 0.5 -1
21   2 0.25 -1
21   2 0.25 -1
21   3 0.333333 -1
21   3 0.333333 -1
21   3 0.333333 -1
21 51  4 0.363636 -1
21 32 25 4 0.272727 -1
21 14  4 0.363636 -1
21 41  5 0.5 -1
21 53  5 0.5 -1
21 68  6 0.363636 -1
21 30  6 0.363636 -1
21 57 43 6 0.272727 -1
21 35 32 7 0.5 -1
21 65 62 7 0.5 -1
21 59  8 0.571429 -1
21 50 40 8 0.428571 -1
21   9 1 -1
21   10 0.2 -1
21 51  10 0.4 -1
21 32  10 0.4 -1
21   11 1 -1
21 50  12 1 -1
21 12  13 0.666667 -1
21   13 0.333333 -1
21   14 0.5 -1
21   14 0.5 -1
21 41 25 15 1 -1
21   16 0.333333 -1
21 46  16 0.666667 -1
21 36 42 17 1 -1
21   18 1 -1
21 15 59 19 0.6 -1
21   19 0.4 -1
21 36 16 20 1 -1
21   22 0.222222 -1
21 36  22 0.444444 -1
21 35 47 22 0.333333 -1
21 2  23 0.4 -1
21 8 5 23 0.3 -1
21 57 10 23 0.3 -1
21 40 48 24 1 -1
21   25 0.333333 -1
21 32  25 0.666667 -1
21   26 0.333333 -1
21 61  26 0.666667 -1
21 31 63 27 0.3 -1
21 58 32 27 0.3 -1
21 30  27 0.4 -1
21   28 1 -1
21 5  29 0.571429 -1
21 61 25 29 0.428571 -1
21   30 1 -1
21   31 0.222222 -1
21 62  31 0.444444 -1
21 17 5 31 0.333333 -1
21   32 0.25 -1
21 45  32 0.5 -1
21   32 0.25 -1
21 46 35 33 0.5 -1
21 20 65 33 0.5 -1
21   34 1 -1
21 61  35 1 -1
21   36 0.5 -1
21   36 0.5 -1
21 5 40 37 0.5 -1
21 24 59 37 0.5 -1
21   38 1 -1
21 18 10 39 1 -1
21 52  40 0.363636 -1
21 28 42 40 0.272727 -1
21 47  40 0.363636 -1
21 59  41 0.444444 -1
21 8 28 41 0.333333 -1
21   41 0.222222 -1
21 12 52 42 1 -1
21 24 55 43 0.333333 -1
21 24 5 43 0.333333 -1
21 30 7 43 0.333333 -1
21 17  44 0.666667 -1
21   44 0.333333 -1
21 57 23 45 0.6 -1
21   45 0.4 -1
21 44  46 0.5 -1
21 25  46 0.5 -1
21 8  47 1 -1
21 19  48 0.5 -1
21 41  48 0.5 -1
21 15  49 1 -1
21 23  50 1 -1
21 50  51 1 -1
21   52 0.5 -1
21   52 0.5 -1
21 19 44 53 0.5 -1
21 5 63 53 0.5 -1
21   54 0.222222 -1
21 47  54 0.444444 -1
21 18 6 54 0.333333 -1
21   55 0.25 -1
21   55 0.25 -1
21 7  55 0.5 -1
21   56 0.5 -1
21   56 0.5 -1
21 54 8 57 0.272727 -1
21 62  57 0.363636 -1
21 2  57 0.363636 -1
21 44 0 58 0.428571 -1
21   58 0.285714 -1
21   58 0.285714 -1
21 36 53 59 0.6 -1
21   59 0.4 -1
21   60 1 -1
21 36  61 0.4 -1
21   61 0.2 -1
21 68  61 0.4 -1
21   62 1 -1
21   63 0.222222 -1
21 33 67 63 0.333333 -1
21 26  63 0.444444 -1
21 66  64 0.4 -1
21   64 0.2 -1
21 43  64 0.4 -1
21 61  65 1 -1
21 0  66 1 -1
21 48  67 0.363636 -1
21 42  67 0.363636 -1
21 2 58 67 0.272727 -1
21 34  68 0.5 -1
21 63  68 0.5 -1
21   69 0.5 -1
21   69 0.5 -1
22 2  0 0.5 -1
22 16  0 0.5 -1
22 2 46 1 0.3 -1
22 59 66 1 0.3 -1
22 11  1 0.4 -1
22 18 68 2 0.428571 -1
22   2 0.285714 -1
22   2 0.285714 -1
22 11 38 3 0.428571 -1
22 66  3 0.571429 -1
22 26  4 0.444444 -1
22 41 68 4 0.333333 -1
22   4 0.222222 -1
22 17  5 0.5 -1
22 61  5 0.5 -1
22   6 1 -1
22   7 0.222222 -1
22 62 47 7 0.333333 -1
22 52  7 0.444444 -1
22   8 1 -1
22   9 1 -1
22   10 0.4 -1
22 57 62 10 0.6 -1
22   11 0.4 -1
22 66 32 11 0.6 -1
22 53  12 0.666667 -1
22   12 0.333333 -1
22 20  13 0.363636 -1
22 29  13 0.363636 -1
22 49 5 13 0.272727 -1
22 10  14 0.4 -1
22 51 43 14 0.3 -1
22 1 46 14 0.3 -1
22 47 64 15 0.6 -1
22   15 0.4 -1
22   16 1 -1
22   17 1 -1
22 2 31 18 1 -1
22 58  19 1 -1
22 47 43 20 1 -1
22   21 1 -1
22 41 67 23 0.272727 -1
22 48  23 0.363636 -1
22 58  23 0.363636 -1
22 28 27 24 0.3 -1
22 7 16 24 0.3 -1
22 48  24 0.4 -1
22   25 0.25 -1
22 47 27 25 0.375 -1
22 35 53 25 0.375 -1
22 50  26 0.444444 -1
22   26 0.222222 -1
22 45 47 26 0.333333 -1
22 11 19 27 0.428571 -1
22 59  27 0.571429 -1
22 43 32 28 1 -1
22 69 40 29 1 -1
22 53  30 0.571429 -1
22 52 18 30 0.428571 -1
22   31 0.285714 -1
22 43 6 31 0.428571 -1
22   31 0.285714 -1
22 48 58 32 1 -1
22   33 1 -1
22 35  34 1 -1
22 2 38 35 0.3 -1
22 4 5 35 0.3 -1
22 68  35 0.4 -1
22 11 19 36 1 -1
22   37 0.5 -1
22   37 0.5 -1
22 35 63 38 0.375 -1
22 68 2 38 0.375 -1
22   38 0.25 -1
22 1 6 39 0.428571 -1
22 52  39 0.571429 -1
22 67 39 40 1 -1
22 55 63 41 1 -1
22 68  42 0.444444 -1
22 2 66 42 0.333333 -1
22   42 0.222222 -1
22 46 30 43 1 -1
22 21 61 44 1 -1
22 5 68 45 0.375 -1
22 18 40 45 0.375 -1
22   45 0.25 -1
22   46 1 -1
22 17 35 47 0.5 -1
22 64 67 47 0.5 -1
22 33  48 1 -1
22   49 1 -1
22 59 45 50 0.272727 -1
22 32  50 0.363636 -1
22 45  50 0.363636 -1
22 3  51 0.5 -1
22 53  51 0.5 -1
22 8  52 1 -1
22 26  53 1 -1
22 35 42 54 0.272727 -1
22 5  54 0.363636 -1
22 49  54 0.363636 -1
22   55 1 -1
22   56 1 -1
22 69 29 57 1 -1
22 64  58 1 -1
22 16 21 59 1 -1
22 59 47 60 0.428571 -1
22 8  60 0.571429 -1
22 59  61 0.666667 -1
22   61 0.333333 -1
22   62 0.2 -1
22 40  62 0.4 -1
22 1  62 0.4 -1
22 27 44 63 0.272727 -1
22 27  63 0.363636 -1
22 13  63 0.363636 -1
22   64 0.333333 -1
22 50  64 0.666667 -1
22   65 0.4 -1
22 41 10 65 0.6 -1
22   66 1 -1
22 51 58 67 1 -1
22   68 0.222222 -1
22 43 57 68 0.333333 -1
22 39  68 0.444444 -1
22   69 0.4 -1
22 7 32 69 0.6 -1
23   0 0.5 -1
23   0 0.5 -1
23 48  1 0.333333 -1
23 11  1 0.333333 -1
23 26  1 0.333333 -1
23 40 52 2 0.272727 -1
23 40  2 0.363636 -1
23 8  2 0.363636 -1
23   3 0.285714 -1
23   3 0.285714 -1
23 6 52 3 0.428571 -1
23 60 8 4 0.3 -1
23 35  4 0.4 -1
23 66 53 4 0.3 -1
23 17 68 5 1 -1
23 5  6 1 -1
23   7 1 -1
23 51 17 8 0.5 -1
23 59 57 8 0.5 -1
23 12  9 0.4 -1
23 33  9 0.4 -1
23   9 0.2 -1
23   10 0.222222 -1
23 5 8 10 0.333333 -1
23 44  10 0.444444 -1
23   11 0.333333 -1
23 53  11 0.666667 -1
23   12 0.222222 -1
23 31 8 12 0.333333 -1
23 57  12 0.444444 -1
23 18 59 13 0.272727 -1
23 68  13 0.363636 -1
23 6  13 0.363636 -1
23 63  14 0.4 -1
23 17  14 0.4 -1
23   14 0.2 -1
23 1 33 15 1 -1
23   16 0.4 -1
23 32 61 16 0.6 -1
23 32 43 17 1 -1
23 49 55 18 0.3 -1
23 19 63 18 0.3 -1
23 53  18 0.4 -1
23   19 0.5 -1
23   19 0.5 -1
23 66 61 20 0.428571 -1
23 55  20 0.571429 -1
23 30  21 0.4 -1
23   21 0.2 -1
23 32  21 0.4 -1
23 68 32 22 1 -1
23 58  24 0.571429 -1
23 10 45 24 0.428571 -1
23 11  25 0.4 -1
23 64  25 0.4 -1
23   25 0.2 -1
23 43  26 1 -1
23 66  27 1 -1
23   28 1 -1
23 45  29 1 -1
23 11 0 30 0.428571 -1
23 62  30 0.571429 -1
23 50 36 31 0.6 -1
23   31 0.4 -1
23 26  32 0.363636 -1
23 42 55 32 0.272727 -1
23 42  32 0.363636 -1
