0 20 47 1 1 -1
0 18  2 1 -1
21 32 35 39 0.3 -1
21 18  40 0.363636 -1
21 26 0 40 0.272727 -1
21 11  40 0.363636 -1
21   41 0.25 -1
21 7  41 0.5 -1
21   41 0.25 -1
21 41  42 0.5 -1
21 10  42 0.5 -1
21   43 0.222222 -1
21 35 18 43 0.333333 -1
21 11  43 0.444444 -1
21   44 1 -1
21   45 0.4 -1
21 37 11 45 0.6 -1
21   46 0.5 -1
21   46 0.5 -1
21   47 1 -1
21   48 0.5 -1
21   48 0.5 -1
21   49 0.222222 -1
21 43 44 49 0.333333 -1
21 33  49 0.444444 -1
22   0 1 -1
22 23  1 1 -1
22 47 23 2 0.333333 -1
22 0 37 2 0.333333 -1
22 45 18 2 0.333333 -1
22 23 14 3 0.428571 -1
22 36  3 0.571429 -1
22   4 0.333333 -1
22 38  4 0.666667 -1
22   5 0.4 -1
22 23 48 5 0.6 -1
22   6 1 -1
22 35 24 7 0.5 -1
22 13 3 7 0.5 -1
22   8 1 -1
22 48  9 1 -1
22 11 44 10 1 -1
22   11 1 -1
22   12 1 -1
22 24 0 13 1 -1
22   14 1 -1
22 10 44 15 0.3 -1
22 49  15 0.4 -1
22 13 10 15 0.3 -1
22 17 5 16 1 -1
22 21  17 0.363636 -1
22 24  17 0.363636 -1
22 11 39 17 0.272727 -1
22 38 9 18 0.5 -1
22 10 7 18 0.5 -1
22 2  19 0.666667 -1
22   19 0.333333 -1
22 45 47 20 0.333333 -1
22 24 27 20 0.333333 -1
22 13 1 20 0.333333 -1
22   21 1 -1
22 0 18 23 0.428571 -1
22   23 0.285714 -1
22   23 0.285714 -1
22   24 1 -1
22 3  25 0.4 -1
22   25 0.2 -1
22 47  25 0.4 -1
22   26 0.4 -1
22 24 30 26 0.6 -1
22   27 1 -1
22 1  28 0.4 -1
22   28 0.2 -1
22 20  28 0.4 -1
22 18  29 0.571429 -1
22 45 43 29 0.428571 -1
22   30 0.333333 -1
22 4  30 0.666667 -1
22 42 3 31 0.6 -1
22   31 0.4 -1
22   32 0.5 -1
22   32 0.5 -1
22   33 0.333333 -1
22   33 0.333333 -1
22   33 0.333333 -1
22   34 0.285714 -1
22   34 0.285714 -1
22 42 1 34 0.428571 -1
22   35 0.4 -1
22 47 7 35 0.6 -1
22   36 0.222222 -1
22 39  36 0.444444 -1
22 30 26 36 0.333333 -1
22   37 0.333333 -1
22 3  37 0.666667 -1
22 5 33 38 0.3 -1
22 3 44 38 0.3 -1
22 11  38 0.4 -1
22   39 0.25 -1
22 48 16 39 0.375 -1
22 29 45 39 0.375 -1
22 42 48 40 0.375 -1
22 23 30 40 0.375 -1
22   40 0.25 -1
22 34 16 41 0.272727 -1
22 30  41 0.363636 -1
22 10  41 0.363636 -1
22 11  42 0.4 -1
22   42 0.2 -1
22 38  42 0.4 -1
22 41 12 43 0.333333 -1
22   43 0.222222 -1
22 7  43 0.444444 -1
22   44 0.222222 -1
22 2 37 44 0.333333 -1
22 21  44 0.444444 -1
22 31  45 0.571429 -1
22 40 9 45 0.428571 -1
22   46 1 -1
22   47 0.333333 -1
22 42  47 0.666667 -1
22 23  48 1 -1
22 40 13 49 0.333333 -1
22 1 0 49 0.333333 -1
22 3 21 49 0.333333 -1
23 2  0 0.363636 -1
23 49 48 0 0.272727 -1
23 24  0 0.363636 -1
23 39 18 1 1 -1
23   2 0.222222 -1
23 0  2 0.444444 -1
23 44 1 2 0.333333 -1
23 49 14 3 1 -1
23 43  4 1 -1
23 47  5 0.363636 -1
23 13 43 5 0.272727 -1
23 44  5 0.363636 -1
23   6 1 -1
23 3  7 1 -1
23   8 0.333333 -1
23 48  8 0.666667 -1
23 43  9 0.571429 -1
23 1 10 9 0.428571 -1
23   10 1 -1
23 24 49 11 1 -1
23   12 0.25 -1
23   12 0.25 -1
23 37  12 0.5 -1
23 17 10 13 0.333333 -1
23   13 0.222222 -1
23 2  13 0.444444 -1
23   14 1 -1
23 28  15 0.5 -1
23 21  15 0.5 -1
23 24 48 16 0.5 -1
23 13 18 16 0.5 -1
23 11  17 0.444444 -1
23 8 11 17 0.333333 -1
23   17 0.222222 -1
23 6 38 18 1 -1
23   19 0.333333 -1
23 21  19 0.666667 -1
23   20 0.25 -1
23   20 0.25 -1
23 6  20 0.5 -1
23   21 1 -1
23   22 1 -1
23 0 41 24 0.333333 -1
23 44 32 24 0.333333 -1
23 14 45 24 0.333333 -1
23 1 49 25 0.428571 -1
23 41  25 0.571429 -1
23 27 6 26 0.272727 -1
23 16  26 0.363636 -1
23 31  26 0.363636 -1
23   27 1 -1
23 45 24 28 1 -1
23 7  29 0.4 -1
23 11 17 29 0.3 -1
23 39 43 29 0.3 -1
23 14  30 1 -1
23   31 1 -1
23   32 0.285714 -1
23 10 7 32 0.428571 -1
23   32 0.285714 -1
23 44 9 33 0.5 -1
23 7 30 33 0.5 -1
23 35 11 34 0.5 -1
23 37 45 34 0.5 -1
23   35 0.4 -1
23 12 3 35 0.6 -1
23   36 1 -1
23   37 1 -1
23 44 2 38 0.6 -1
23   38 0.4 -1
23 49  39 1 -1
23 18  40 0.666667 -1
23   40 0.333333 -1
23 43 6 41 0.3 -1
23 35  41 0.4 -1
23 29 18 41 0.3 -1
23 17 40 42 0.428571 -1
23 15  42 0.571429 -1
23 49 30 43 0.428571 -1
23 45  43 0.571429 -1
23 18  44 0.5 -1
23 24  44 0.5 -1
23 0 18 45 0.5 -1
23 17 49 45 0.5 -1
23   46 0.4 -1
23 10 20 46 0.6 -1
23   47 0.4 -1
23 13 44 47 0.6 -1
23 0 17 48 0.428571 -1
23 15  48 0.571429 -1
23 31  49 1 -1
24 43  0 1 -1
24 49 7 1 0.428571 -1
24 18  1 0.571429 -1
24 37 27 2 0.272727 -1
24 26  2 0.363636 -1
24 17  2 0.363636 -1
24 38  3 1 -1
24 3 29 4 0.6 -1
24   4 0.4 -1
24   5 0.222222 -1
24 8  5 0.444444 -1
24 47 48 5 0.333333 -1
24 0 43 6 0.5 -1
24 20 23 6 0.5 -1
24   7 1 -1
24   8 0.2 -1
24 43  8 0.4 -1
24 39  8 0.4 -1
24 31  9 1 -1
24   10 0.2 -1
24 23  10 0.4 -1
24 44  10 0.4 -1
24   11 0.4 -1
24 17 2 11 0.6 -1
24 45  12 0.333333 -1
24 35  12 0.333333 -1
24 41  12 0.333333 -1
24 49 44 13 0.333333 -1
24   13 0.222222 -1
24 2  13 0.444444 -1
24 21 38 14 0.375 -1
24 47 32 14 0.375 -1
24   14 0.25 -1
24 42  15 0.5 -1
24 36  15 0.5 -1
24 39  16 1 -1
24 38  17 0.363636 -1
24 37 16 17 0.272727 -1
24 18  17 0.363636 -1
24 42 11 18 0.333333 -1
24   18 0.222222 -1
24 36  18 0.444444 -1
24 11  19 1 -1
24 8 9 20 0.428571 -1
24 44  20 0.571429 -1
24 23  21 0.4 -1
24 47 40 21 0.3 -1
24 2 15 21 0.3 -1
24 44  22 0.666667 -1
24   22 0.333333 -1
24 3 7 23 1 -1
24 8 16 25 0.3 -1
24 18 0 25 0.3 -1
24 2  25 0.4 -1
24 15  26 0.571429 -1
24 30 41 26 0.428571 -1
24   27 1 -1
24   28 1 -1
24 17 21 29 0.428571 -1
24   29 0.285714 -1
24   29 0.285714 -1
24   30 0.285714 -1
24   30 0.285714 -1
24 28 8 30 0.428571 -1
24   31 0.285714 -1
24   31 0.285714 -1
24 40 42 31 0.428571 -1
24   32 1 -1
24 18 43 33 0.428571 -1
24   33 0.285714 -1
24   33 0.285714 -1
24 35 21 34 1 -1
24 18 23 35 0.428571 -1
24 44  35 0.571429 -1
24 35 48 36 0.5 -1
24 9 2 36 0.5 -1
24 27 21 37 1 -1
24   38 0.4 -1
24 44 18 38 0.6 -1
24 12  39 0.444444 -1
24   39 0.222222 -1
24 7 23 39 0.333333 -1
24 38 0 40 1 -1
24   41 0.2 -1
24 12  41 0.4 -1
24 10  41 0.4 -1
24   42 0.5 -1
24   42 0.5 -1
24 26 21 43 0.5 -1
24 6 47 43 0.5 -1
24 18 40 44 1 -1
24 21  45 0.444444 -1
24 10 2 45 0.333333 -1
24   45 0.222222 -1
24   46 0.222222 -1
24 30  46 0.444444 -1
24 49 3 46 0.333333 -1
24   47 0.222222 -1
24 8  47 0.444444 -1
24 41 35 47 0.333333 -1
24 29 2 48 0.428571 -1
24 41  48 0.571429 -1
24   49 0.25 -1
24 10 43 49 0.375 -1
24 37 48 49 0.375 -1
25   0 0.285714 -1
25   0 0.285714 -1
25 35 3 0 0.428571 -1
25   1 0.333333 -1
25 49  1 0.666667 -1
25 35  2 0.5 -1
25 39  2 0.5 -1
25 35  3 1 -1
25 45  4 0.4 -1
25   4 0.2 -1
25 23  4 0.4 -1
25   5 0.333333 -1
25   5 0.333333 -1
25   5 0.333333 -1
25 47  6 0.4 -1
25 0  6 0.4 -1
25   6 0.2 -1
25 30  7 0.444444 -1
25   7 0.222222 -1
25 45 3 7 0.333333 -1
25 18 48 8 0.333333 -1
25 47  8 0.444444 -1
25   8 0.222222 -1
25   9 0.333333 -1
25   9 0.333333 -1
25   9 0.333333 -1
25   10 0.25 -1
25 42 44 10 0.375 -1
25 17 47 10 0.375 -1
25   11 0.25 -1
25 41 0 11 0.375 -1
25 40 24 11 0.375 -1
25   12 0.4 -1
25 21 10 12 0.6 -1
25 7 40 13 0.272727 -1
25 49  13 0.363636 -1
25 18  13 0.363636 -1
25 44 41 14 1 -1
25 48 0 15 0.6 -1
25   15 0.4 -1
25 24 35 16 0.375 -1
25 11 38 16 0.375 -1
25   16 0.25 -1
25 47  17 0.5 -1
25 4  17 0.5 -1
25   18 0.25 -1
25 7 21 18 0.375 -1
25 32 49 18 0.375 -1
25 30  19 0.5 -1
25 33  19 0.5 -1
25 9  20 0.4 -1
25 36 38 20 0.3 -1
25 18 10 20 0.3 -1
25   21 0.333333 -1
25 17  21 0.666667 -1
25 48  22 0.333333 -1
25 23  22 0.333333 -1
25 10  22 0.333333 -1
25 9 0 23 0.428571 -1
25   23 0.285714 -1
25   23 0.285714 -1
25   24 1 -1
25   26 1 -1
25 4  27 0.333333 -1
25 21  27 0.333333 -1
25 10  27 0.333333 -1
25 0  28 0.4 -1
25   28 0.2 -1
25 11  28 0.4 -1
25   29 0.222222 -1
25 21  29 0.444444 -1
25 0 45 29 0.333333 -1
25   30 0.4 -1
25 44 24 30 0.6 -1
25 11 39 31 1 -1
25 48 2 32 1 -1
25 39  33 1 -1
25 21 35 34 1 -1
25   35 0.25 -1
25 24  35 0.5 -1
25   35 0.25 -1
25 41 21 36 0.5 -1
25 49 41 36 0.5 -1
25 1 10 37 0.5 -1
25 35 13 37 0.5 -1
25 47  38 0.4 -1
25 20  38 0.4 -1
25   38 0.2 -1
25   39 0.333333 -1
25   39 0.333333 -1
25   39 0.333333 -1
25 30  40 0.363636 -1
25 8  40 0.363636 -1
25 15 39 40 0.272727 -1
25 5  41 1 -1
25 45  42 0.4 -1
25 23 7 42 0.3 -1
25 0 13 42 0.3 -1
25   43 1 -1
25   44 1 -1
25 10  45 0.571429 -1
25 24 43 45 0.428571 -1
25   46 1 -1
25 30 0 47 0.428571 -1
25 10  47 0.571429 -1
25   48 0.5 -1
25   48 0.5 -1
25 45 18 49 0.428571 -1
25   49 0.285714 -1
25   49 0.285714 -1
26   0 0.285714 -1
26 35 1 0 0.428571 -1
26   0 0.285714 -1
26   1 0.4 -1
26 47 30 1 0.6 -1
26 41 14 2 0.3 -1
26 35  2 0.4 -1
26 15 8 2 0.3 -1
26   3 0.333333 -1
26   3 0.333333 -1
26   3 0.333333 -1
26   4 0.25 -1
26 21  4 0.5 -1
26   4 0.25 -1
26 35 49 5 0.272727 -1
26 10  5 0.363636 -1
26 15  5 0.363636 -1
26 8  6 0.666667 -1
26   6 0.333333 -1
26   7 0.25 -1
26 41  7 0.5 -1
26   7 0.25 -1
26 6  8 0.333333 -1
26 47  8 0.333333 -1
26 44  8 0.333333 -1
26 1 10 9 1 -1
26 46  10 0.5 -1
26 38  10 0.5 -1
26   11 0.4 -1
26 39 43 11 0.6 -1
26 21 43 12 1 -1
26   13 1 -1
26 23 15 14 0.5 -1
26 0 37 14 0.5 -1
26   15 0.222222 -1
26 43  15 0.444444 -1
26 39 0 15 0.333333 -1
26   16 1 -1
26 38  17 1 -1
26   18 0.5 -1
26   18 0.5 -1
26 30 31 19 0.6 -1
26   19 0.4 -1
26 44 41 20 0.333333 -1
26 28  20 0.444444 -1
26   20 0.222222 -1
26 35 38 21 0.333333 -1
26 23  21 0.444444 -1
26   21 0.222222 -1
26 5 49 22 0.375 -1
26 6 43 22 0.375 -1
26   22 0.25 -1
26   23 0.333333 -1
26 45  23 0.666667 -1
26 18  24 1 -1
26 24 42 25 0.428571 -1
26 24  25 0.571429 -1
26   27 0.25 -1
26 17 13 27 0.375 -1
26 38 11 27 0.375 -1
26   28 0.285714 -1
26   28 0.285714 -1
26 24 10 28 0.428571 -1
26   29 0.5 -1
26   29 0.5 -1
26   30 0.4 -1
26 0 23 30 0.6 -1
26 48  31 1 -1
26 18 41 32 0.6 -1
26   32 0.4 -1
26   33 0.5 -1
26   33 0.5 -1
26 47 13 34 1 -1
26 18  35 1 -1
26   36 1 -1
26 23 48 37 0.375 -1
26 12 15 37 0.375 -1
26   37 0.25 -1
26 34  38 1 -1
26   39 1 -1
26 22 48 40 1 -1
26 23 24 41 0.375 -1
26 8 34 41 0.375 -1
26   41 0.25 -1
26   42 1 -1
26 44  43 1 -1
26 8 39 44 1 -1
26 24  45 0.444444 -1
26 18 37 45 0.333333 -1
26   45 0.222222 -1
26 35 18 46 1 -1
26 31 39 47 0.6 -1
26   47 0.4 -1
26 35  48 0.666667 -1
26   48 0.333333 -1
26   49 1 -1
27   0 0.222222 -1
27 43 47 0 0.333333 -1
27 1  0 0.444444 -1
27   1 0.333333 -1
27 2  1 0.666667 -1
27 35 47 2 0.375 -1
27 36 17 2 0.375 -1
27   2 0.25 -1
27 24  3 0.571429 -1
27 13 1 3 0.428571 -1
27   4 0.4 -1
27 38 5 4 0.6 -1
27 43 13 5 0.272727 -1
27 8  5 0.363636 -1
27 36  5 0.363636 -1
27 38 45 6 0.6 -1
27   6 0.4 -1
27 48 38 7 1 -1
27   8 0.4 -1
27 18 48 8 0.6 -1
27 37 4 9 0.6 -1
27   9 0.4 -1
27   10 0.285714 -1
27   10 0.285714 -1
27 28 7 10 0.428571 -1
27   11 0.285714 -1
27   11 0.285714 -1
27 37 2 11 0.428571 -1
27 3  12 1 -1
27 26  13 0.444444 -1
27 10 45 13 0.333333 -1
27   13 0.222222 -1
27   14 1 -1
27 23  15 0.363636 -1
27 8  15 0.363636 -1
27 0 49 15 0.272727 -1
27   16 0.25 -1
27 37  16 0.5 -1
27   16 0.25 -1
27   17 0.25 -1
27 40 23 17 0.375 -1
27 3 18 17 0.375 -1
27   18 1 -1
27 21 5 19 0.3 -1
27 12  19 0.4 -1
27 41 23 19 0.3 -1
27 7 47 20 0.333333 -1
27 10 8 20 0.333333 -1
27 31 6 20 0.333333 -1
27 3 7 21 1 -1
27 5  22 0.571429 -1
27 10 43 22 0.428571 -1
27   23 0.5 -1
27   23 0.5 -1
27 18  24 0.5 -1
27   24 0.25 -1
27   24 0.25 -1
27 2 15 25 0.6 -1
27   25 0.4 -1
27 33  26 0.4 -1
27 21 10 26 0.3 -1
27 24 23 26 0.3 -1
27 48 13 28 0.428571 -1
27 21  28 0.571429 -1
27   29 0.25 -1
27   29 0.25 -1
27 39  29 0.5 -1
27 48  30 1 -1
27 21 18 31 0.6 -1
27   31 0.4 -1
27 24  32 0.5 -1
27 7  32 0.5 -1
27   33 1 -1
27   34 1 -1
27 45 49 35 0.3 -1
27 3  35 0.4 -1
27 17 43 35 0.3 -1
27   36 1 -1
27   37 0.222222 -1
27 40 47 37 0.333333 -1
27 48  37 0.444444 -1
27 1  38 0.571429 -1
27 36 7 38 0.428571 -1
27 21 13 39 1 -1
27   40 1 -1
27 15 0 41 0.3 -1
27 47  41 0.4 -1
27 2 45 41 0.3 -1
27 35 49 42 0.3 -1
27 44  42 0.4 -1
27 9 18 42 0.3 -1
27   43 1 -1
27   44 0.5 -1
27   44 0.5 -1
27   45 0.5 -1
27   45 0.5 -1
27   46 0.333333 -1
27 21  46 0.666667 -1
27   47 0.222222 -1
27 37 0 47 0.333333 -1
27 13  47 0.444444 -1
27 43  48 0.666667 -1
27   48 0.333333 -1
27 1 38 49 1 -1
28 9  0 0.571429 -1
28 11 41 0 0.428571 -1
28 2  1 0.444444 -1
28 7 8 1 0.333333 -1
28   1 0.222222 -1
28 42 41 2 0.375 -1
28 6 0 2 0.375 -1
28   2 0.25 -1
28   3 0.4 -1
28 4 48 3 0.6 -1
28   4 0.25 -1
28 49 8 4 0.375 -1
28 48 13 4 0.375 -1
28   5 1 -1
28   6 0.4 -1
28 37 13 6 0.6 -1
28 47 24 7 0.6 -1
28   7 0.4 -1
28   8 1 -1
28   9 1 -1
28 2 11 10 1 -1
28   11 0.222222 -1
28 48 29 11 0.333333 -1
28 47  11 0.444444 -1
28 24 1 12 1 -1
28   13 0.5 -1
28   13 0.5 -1
28 35 0 14 0.6 -1
28   14 0.4 -1
28   15 0.222222 -1
28 45  15 0.444444 -1
28 32 43 15 0.333333 -1
28   16 1 -1
28 31 9 17 1 -1
28   18 1 -1
28 10  19 1 -1
28 26  20 1 -1
28 6 49 21 1 -1
28 38 18 22 0.5 -1
28 10 15 22 0.5 -1
28 36 15 23 1 -1
28 35 38 24 0.5 -1
28 10 18 24 0.5 -1
28 6  25 1 -1
28 9  26 0.571429 -1
28 35 32 26 0.428571 -1
28 18  27 0.4 -1
28   27 0.2 -1
28 9  27 0.4 -1
28   29 1 -1
28   30 1 -1
28 18 0 31 0.333333 -1
28   31 0.222222 -1
28 8  31 0.444444 -1
28 43 6 32 0.5 -1
28 18 48 32 0.5 -1
28 21  33 1 -1
28 31 11 34 0.375 -1
28 44 2 34 0.375 -1
28   34 0.25 -1
28 45 15 35 0.3 -1
28 2 42 35 0.3 -1
28 41  35 0.4 -1
28 48  36 0.571429 -1
28 40 6 36 0.428571 -1
28   37 0.4 -1
28 43 31 37 0.6 -1
28 20  38 0.571429 -1
28 49 44 38 0.428571 -1
28 8  39 1 -1
28 5 23 40 0.3 -1
28 13 21 40 0.3 -1
28 47  40 0.4 -1
28 35  41 0.5 -1
28   41 0.25 -1
28   41 0.25 -1
28   42 1 -1
28   43 1 -1
28 42  44 0.5 -1
28   44 0.25 -1
28   44 0.25 -1
28 18 6 45 0.272727 -1
28 47  45 0.363636 -1
28 12  45 0.363636 -1
28   46 0.333333 -1
28 6  46 0.666667 -1
28 11 42 47 0.333333 -1
28 2  47 0.444444 -1
28   47 0.222222 -1
28 7  48 0.5 -1
28 43  48 0.5 -1
28   49 0.25 -1
28 41  49 0.5 -1
28   49 0.25 -1
29   0 0.25 -1
29 49  0 0.5 -1
29   0 0.25 -1
29 40  1 0.5 -1
29 48  1 0.5 -1
29   2 0.5 -1
29   2 0.5 -1
29 35 23 3 0.272727 -1
29 22  3 0.363636 -1
29 35  3 0.363636 -1
29   4 1 -1
29 15  5 1 -1
29   6 0.333333 -1
29   6 0.333333 -1
29   6 0.333333 -1
29 20  7 1 -1
29 21  8 0.666667 -1
29   8 0.333333 -1
29   9 1 -1
29 39  10 1 -1
29 13 41 11 0.272727 -1
29 35  11 0.363636 -1
29 21  11 0.363636 -1
29 43 49 12 0.333333 -1
29   12 0.222222 -1
29 39  12 0.444444 -1
29   13 1 -1
29 43 27 14 1 -1
29 26 8 15 0.6 -1
29   15 0.4 -1
29   16 1 -1
29   17 0.25 -1
29 0  17 0.5 -1
29   17 0.25 -1
29   18 1 -1
29 16  19 1 -1
29 38 3 20 0.428571 -1
29 2  20 0.571429 -1
29   21 0.25 -1
29   21 0.25 -1
29 6  21 0.5 -1
29 43  22 0.571429 -1
29 45 13 22 0.428571 -1
29 21  23 0.5 -1
29   23 0.25 -1
29   23 0.25 -1
29   24 0.25 -1
29   24 0.25 -1
29 13  24 0.5 -1
29   25 0.333333 -1
29 47  25 0.666667 -1
29   26 0.25 -1
29   26 0.25 -1
29 44  26 0.5 -1
29   27 0.5 -1
29   27 0.5 -1
29 47  28 0.5 -1
29 35  28 0.5 -1
29 8  30 1 -1
29   31 0.333333 -1
29 18  31 0.666667 -1
29   32 0.5 -1
29   32 0.5 -1
29 2  33 0.5 -1
29 47  33 0.5 -1
29   34 0.4 -1
29 17 24 34 0.6 -1
29   35 0.25 -1
29 41 31 35 0.375 -1
29 41 2 35 0.375 -1
29   36 0.25 -1
29 44 11 36 0.375 -1
29 8 34 36 0.375 -1
29 44  37 1 -1
29   38 0.222222 -1
29 37  38 0.444444 -1
29 27 24 38 0.333333 -1
29   39 0.333333 -1
29   39 0.333333 -1
29   39 0.333333 -1
29 43 38 40 0.5 -1
29 5 18 40 0.5 -1
29 44  41 0.4 -1
29 45 44 41 0.3 -1
29 37 23 41 0.3 -1
29   42 1 -1
29   43 0.25 -1
29 15  43 0.5 -1
29   43 0.25 -1
29 13 47 44 0.333333 -1
29   44 0.222222 -1
29 6  44 0.444444 -1
29 2 39 45 0.5 -1
29 43 9 45 0.5 -1
29   46 0.4 -1
29 42 3 46 0.6 -1
29 15  47 0.333333 -1
29 11  47 0.333333 -1
29 27  47 0.333333 -1
29   48 0.5 -1
29   48 0.5 -1
29 7  49 0.363636 -1
29 45  49 0.363636 -1
29 2 8 49 0.272727 -1
30 5  0 1 -1
30 48  1 0.363636 -1
30 2  1 0.363636 -1
30 23 24 1 0.272727 -1
30 44  2 0.4 -1
30 42  2 0.4 -1
30   2 0.2 -1
30 6 26 3 0.6 -1
30   3 0.4 -1
30 6  4 0.4 -1
30 44 41 4 0.3 -1
30 24 21 4 0.3 -1
30   5 1 -1
30 41  6 0.4 -1
30 37  6 0.4 -1
30   6 0.2 -1
30 0  7 0.571429 -1
30 10 13 7 0.428571 -1
30 4  8 0.444444 -1
30 41 13 8 0.333333 -1
30   8 0.222222 -1
30 21  9 0.5 -1
30   9 0.25 -1
30   9 0.25 -1
30 5 13 10 0.3 -1
30 44  10 0.4 -1
30 18 45 10 0.3 -1
30 18  11 0.444444 -1
30 0 3 11 0.333333 -1
30   11 0.222222 -1
30   12 0.222222 -1
30 37  12 0.444444 -1
30 0 2 12 0.333333 -1
30   13 0.4 -1
30 47 16 13 0.6 -1
30 21 10 14 0.428571 -1
30 11  14 0.571429 -1
30 42 31 15 0.333333 -1
30 21 39 15 0.333333 -1
30 47 41 15 0.333333 -1
30   16 0.285714 -1
30   16 0.285714 -1
30 8 27 16 0.428571 -1
30   17 1 -1
30   18 0.333333 -1
30 21  18 0.666667 -1
30 40  19 1 -1
30   20 0.333333 -1
30 27  20 0.666667 -1
30 9 45 21 0.333333 -1
30 11  21 0.444444 -1
30   21 0.222222 -1
30 12 32 22 1 -1
30 21 45 23 0.3 -1
30 37 0 23 0.3 -1
30 20  23 0.4 -1
30 35  24 1 -1
30   25 1 -1
30 0 2 26 0.5 -1
30 43 4 26 0.5 -1
30 1 17 27 1 -1
30 1 17 28 0.3 -1
30 1  28 0.4 -1
30 9 7 28 0.3 -1
30 26  29 1 -1
30 24 44 31 0.5 -1
30 27 18 31 0.5 -1
30   32 1 -1
30 11  33 0.444444 -1
30   33 0.222222 -1
30 45 37 33 0.333333 -1
30 15  34 1 -1
30 14 0 35 0.333333 -1
30   35 0.222222 -1
30 16  35 0.444444 -1
30 44  36 1 -1
30 29  37 1 -1
30 48  38 0.333333 -1
30 11  38 0.333333 -1
30 3  38 0.333333 -1
30 0  39 0.666667 -1
30   39 0.333333 -1
30 1  40 0.5 -1
30   40 0.25 -1
30   40 0.25 -1
30 33  41 0.5 -1
30 29  41 0.5 -1
30 7  42 0.444444 -1
30   42 0.222222 -1
30 31 43 42 0.333333 -1
30 49  43 0.571429 -1
30 6 3 43 0.428571 -1
30 38  44 1 -1
30 35 25 45 0.428571 -1
30   45 0.285714 -1
30   45 0.285714 -1
30 9  46 1 -1
30 41 17 47 1 -1
30 39 15 48 1 -1
30 10  49 0.666667 -1
30   49 0.333333 -1
31 13  0 1 -1
31 10  1 0.571429 -1
31 35 26 1 0.428571 -1
31 10  2 0.571429 -1
31 45 20 2 0.428571 -1
31   3 0.4 -1
31 0 11 3 0.6 -1
31 37 35 4 0.3 -1
31 18  4 0.4 -1
31 49 21 4 0.3 -1
31 7  5 0.444444 -1
31 24 11 5 0.333333 -1
31   5 0.222222 -1
31 44  6 1 -1
31   7 0.285714 -1
31 11 0 7 0.428571 -1
31   7 0.285714 -1
31   8 1 -1
31 3  9 0.4 -1
31 35  9 0.4 -1
31   9 0.2 -1
31   10 0.25 -1
31 45 0 10 0.375 -1
31 33 18 10 0.375 -1
31   11 0.222222 -1
31 24  11 0.444444 -1
31 30 42 11 0.333333 -1
31 40  12 0.5 -1
31 34  12 0.5 -1
31 15  13 0.666667 -1
31   13 0.333333 -1
31 16  14 1 -1
31 9 10 15 0.3 -1
31 24 7 15 0.3 -1
31 10  15 0.4 -1
31   16 0.333333 -1
31   16 0.333333 -1
31   16 0.333333 -1
31 18  17 0.5 -1
31 8  17 0.5 -1
31   18 0.25 -1
31 30 10 18 0.375 -1
31 8 6 18 0.375 -1
31   19 0.222222 -1
31 30  19 0.444444 -1
31 39 6 19 0.333333 -1
31 15  20 0.4 -1
31 23  20 0.4 -1
31   20 0.2 -1
31   21 0.4 -1
31 11 10 21 0.6 -1
31   22 1 -1
31   23 0.4 -1
31 39 6 23 0.6 -1
31   24 0.333333 -1
31 1  24 0.666667 -1
31 48 23 25 0.333333 -1
31 14 15 25 0.333333 -1
31 18 34 25 0.333333 -1
31 17 22 26 1 -1
31 21  27 0.666667 -1
31   27 0.333333 -1
31 23 40 28 1 -1
31 18 6 29 1 -1
31 46 13 30 0.428571 -1
31 23  30 0.571429 -1
31 24 11 32 0.6 -1
31   32 0.4 -1
31   33 1 -1
31   34 1 -1
31 7  35 1 -1
31 38  36 1 -1
31 49  37 1 -1
31 47  38 0.666667 -1
31   38 0.333333 -1
31   39 0.222222 -1
31 16 2 39 0.333333 -1
31 8  39 0.444444 -1
31 44  40 0.444444 -1
31   40 0.222222 -1
31 20 27 40 0.333333 -1
31   41 0.5 -1
31   41 0.5 -1
31 13  42 1 -1
31   43 0.4 -1
31 2 23 43 0.6 -1
31 38 13 44 0.3 -1
31 43  44 0.4 -1
31 10 8 44 0.3 -1
31 43  45 1 -1
31 18 43 46 0.3 -1
31 21 5 46 0.3 -1
31 30  46 0.4 -1
31 44 38 47 0.375 -1
31   47 0.25 -1
31 13 36 47 0.375 -1
31 24  48 0.444444 -1
31 35 43 48 0.333333 -1
31   48 0.222222 -1
31 7 37 49 0.3 -1
31 21 40 49 0.3 -1
31 36  49 0.4 -1
32 6  0 1 -1
32 23 9 1 1 -1
32 24 11 2 0.5 -1
32 39 7 2 0.5 -1
32   3 0.4 -1
32 27 16 3 0.6 -1
32   4 0.25 -1
32   4 0.25 -1
32 28  4 0.5 -1
32   5 0.285714 -1
32 13 35 5 0.428571 -1
32   5 0.285714 -1
32   6 0.2 -1
32 37  6 0.4 -1
32 47  6 0.4 -1
32 3 10 7 0.375 -1
32   7 0.25 -1
32 21 0 7 0.375 -1
32   8 1 -1
32   9 0.333333 -1
32 47  9 0.666667 -1
32   10 0.5 -1
32   10 0.5 -1
32   11 1 -1
32 11  12 1 -1
32   13 0.5 -1
32   13 0.5 -1
32   14 0.4 -1
32 41 21 14 0.6 -1
32   15 0.4 -1
32 16 41 15 0.6 -1
32 34  16 0.5 -1
32   16 0.25 -1
32   16 0.25 -1
32 34 16 17 0.272727 -1
32 40  17 0.363636 -1
32 2  17 0.363636 -1
32 45  18 0.571429 -1
