0 10  1 1 -1
17   59 0.333333 -1
17 57  59 0.666667 -1
18 48  0 1 -1
18   1 0.285714 -1
18 16 3 1 0.428571 -1
18   1 0.285714 -1
18   2 0.333333 -1
18 10  2 0.666667 -1
18 4  3 0.444444 -1
18 31 48 3 0.333333 -1
18   3 0.222222 -1
18   4 0.25 -1
18 56  4 0.5 -1
18   4 0.25 -1
18 9  5 0.4 -1
18   5 0.2 -1
18 1  5 0.4 -1
18 31  6 1 -1
18   7 0.333333 -1
18   7 0.333333 -1
18   7 0.333333 -1
18 21 49 8 0.5 -1
18 57 16 8 0.5 -1
18 46 36 9 1 -1
18   10 0.333333 -1
18 28  10 0.666667 -1
18 57 16 11 1 -1
18 3 4 12 0.333333 -1
18 46  12 0.444444 -1
18   12 0.222222 -1
18   13 0.333333 -1
18   13 0.333333 -1
18   13 0.333333 -1
18   14 0.4 -1
18 42 8 14 0.6 -1
18 21 43 15 0.428571 -1
18   15 0.285714 -1
18   15 0.285714 -1
18   16 0.5 -1
18   16 0.5 -1
18 58  17 0.363636 -1
18 56 29 17 0.272727 -1
18 4  17 0.363636 -1
18 57  19 0.5 -1
18 1  19 0.5 -1
18 5  20 0.5 -1
18 24  20 0.5 -1
18   21 1 -1
18 47  22 0.4 -1
18   22 0.2 -1
18 58  22 0.4 -1
18 4  23 0.444444 -1
18 35 24 23 0.333333 -1
18   23 0.222222 -1
18 11 6 24 0.3 -1
18 37  24 0.4 -1
18 42 27 24 0.3 -1
18 31  25 1 -1
18 57  26 0.4 -1
18   26 0.2 -1
18 32  26 0.4 -1
18 3  27 0.5 -1
18   27 0.25 -1
18   27 0.25 -1
18 32  28 0.4 -1
18 5  28 0.4 -1
18   28 0.2 -1
18 27  29 0.4 -1
18   29 0.2 -1
18 8  29 0.4 -1
18 36  30 1 -1
18   31 0.5 -1
18   31 0.5 -1
18 56 16 32 1 -1
18 40  33 0.5 -1
18 53  33 0.5 -1
18   34 1 -1
18 46 1 35 0.3 -1
18 47 1 35 0.3 -1
18 53  35 0.4 -1
18 42 5 36 0.3 -1
18 7  36 0.4 -1
18 45 21 36 0.3 -1
18 47  37 1 -1
18 24  38 0.4 -1
18 0 8 38 0.3 -1
18 1 31 38 0.3 -1
18   39 1 -1
18 22 43 40 0.5 -1
18 57 19 40 0.5 -1
18 15 36 41 0.5 -1
18 28 40 41 0.5 -1
18   42 1 -1
18   43 1 -1
18 58 4 44 0.6 -1
18   44 0.4 -1
18 51 3 45 1 -1
18 24 23 46 1 -1
18   47 0.333333 -1
18 31  47 0.666667 -1
18 3 52 48 0.6 -1
18   48 0.4 -1
18 57 10 49 0.333333 -1
18 54  49 0.444444 -1
18   49 0.222222 -1
18 31 4 50 1 -1
18 9  51 0.4 -1
18 19 8 51 0.3 -1
18 13 43 51 0.3 -1
18   52 0.222222 -1
18 53 36 52 0.333333 -1
18 19  52 0.444444 -1
18 27 23 53 0.428571 -1
18 45  53 0.571429 -1
18 42 1 54 0.333333 -1
18   54 0.222222 -1
18 11  54 0.444444 -1
18   55 1 -1
18   56 1 -1
18 51  57 0.666667 -1
18   57 0.333333 -1
18 45 31 58 0.375 -1
18   58 0.25 -1
18 19 1 58 0.375 -1
18 11 21 59 0.428571 -1
18 32  59 0.571429 -1
19 46 24 0 1 -1
19 26  1 0.666667 -1
19   1 0.333333 -1
19 33  2 1 -1
19   3 1 -1
19 13 53 4 0.375 -1
19   4 0.25 -1
19 33 56 4 0.375 -1
19   5 1 -1
19 27  6 1 -1
19 53  7 0.4 -1
19 36  7 0.4 -1
19   7 0.2 -1
19 42  8 0.666667 -1
19   8 0.333333 -1
19 10 22 9 0.3 -1
19 54  9 0.4 -1
19 33 21 9 0.3 -1
19   10 0.4 -1
19 25 8 10 0.6 -1
19   11 0.285714 -1
19 16 46 11 0.428571 -1
19   11 0.285714 -1
19   12 1 -1
19 52 4 13 1 -1
19 7 40 14 0.333333 -1
19 57  14 0.444444 -1
19   14 0.222222 -1
19   15 0.285714 -1
19   15 0.285714 -1
19 5 24 15 0.428571 -1
19   16 1 -1
19   17 0.333333 -1
19 27  17 0.666667 -1
19 29 8 18 0.375 -1
19   18 0.25 -1
19 4 41 18 0.375 -1
19 35  20 0.363636 -1
19 29 46 20 0.272727 -1
19 9  20 0.363636 -1
19   21 0.5 -1
19   21 0.5 -1
19   22 1 -1
19 37  23 0.5 -1
19 44  23 0.5 -1
19   24 0.333333 -1
19   24 0.333333 -1
19   24 0.333333 -1
19 56 35 25 1 -1
19   26 0.25 -1
19   26 0.25 -1
19 36  26 0.5 -1
19   27 0.4 -1
19 29 17 27 0.6 -1
19 49  28 1 -1
19 31 46 29 0.375 -1
19   29 0.25 -1
19 11 43 29 0.375 -1
19   30 0.222222 -1
19 9 42 30 0.333333 -1
19 23  30 0.444444 -1
19 48 37 31 0.428571 -1
19   31 0.285714 -1
19   31 0.285714 -1
19 54 30 32 0.333333 -1
19 4  32 0.444444 -1
19   32 0.222222 -1
19 13  33 0.5 -1
19 31  33 0.5 -1
19 57  34 1 -1
19 7 6 35 0.6 -1
19   35 0.4 -1
19   36 0.5 -1
19   36 0.5 -1
19   37 0.333333 -1
19 57  37 0.666667 -1
19   38 1 -1
19   39 0.2 -1
19 11  39 0.4 -1
19 49  39 0.4 -1
19   40 0.333333 -1
19 13  40 0.666667 -1
19 8 16 41 1 -1
19   42 1 -1
19   43 1 -1
19 25  44 0.571429 -1
19 57 45 44 0.428571 -1
19   45 0.222222 -1
19 53 42 45 0.333333 -1
19 31  45 0.444444 -1
19 24  46 0.444444 -1
19   46 0.222222 -1
19 9 5 46 0.333333 -1
19 43  47 0.571429 -1
19 5 23 47 0.428571 -1
19   48 1 -1
19   49 1 -1
19 16 48 50 0.428571 -1
19 42  50 0.571429 -1
19 33  51 0.4 -1
19 13 2 51 0.3 -1
19 43 1 51 0.3 -1
19   52 0.222222 -1
19 36 42 52 0.333333 -1
19 57  52 0.444444 -1
19 11 43 53 0.5 -1
19 16 7 53 0.5 -1
19   54 1 -1
19   55 1 -1
19 46  56 0.5 -1
19 13  56 0.5 -1
19 46  57 0.5 -1
19 13  57 0.5 -1
19   58 0.25 -1
19   58 0.25 -1
19 48  58 0.5 -1
19 1 15 59 1 -1
20 36  0 0.666667 -1
20   0 0.333333 -1
20 13  1 0.363636 -1
20 33  1 0.363636 -1
20 23 43 1 0.272727 -1
20   2 0.333333 -1
20 47  2 0.666667 -1
20   3 0.285714 -1
20   3 0.285714 -1
20 9 32 3 0.428571 -1
20 11  4 1 -1
20 29 10 5 0.3 -1
20 31 47 5 0.3 -1
20 8  5 0.4 -1
20 23  6 0.5 -1
20 59  6 0.5 -1
20   7 0.5 -1
20   7 0.5 -1
20 46  8 0.5 -1
20 53  8 0.5 -1
20 31 37 9 1 -1
20 57  10 0.666667 -1
20   10 0.333333 -1
20 19  11 1 -1
20   12 1 -1
20   13 1 -1
20 33  14 1 -1
20 36 23 15 0.375 -1
20   15 0.25 -1
20 35 14 15 0.375 -1
20   16 0.5 -1
20   16 0.5 -1
20   17 0.4 -1
20 5 24 17 0.6 -1
20   18 0.222222 -1
20 59 45 18 0.333333 -1
20 54  18 0.444444 -1
20   19 1 -1
20   21 0.222222 -1
20 3  21 0.444444 -1
20 8 33 21 0.333333 -1
20   22 1 -1
20 5  23 0.4 -1
20 45  23 0.4 -1
20   23 0.2 -1
20 29  24 1 -1
20 54 2 25 0.3 -1
20 44  25 0.4 -1
20 56 47 25 0.3 -1
20 18 33 26 0.272727 -1
20 10  26 0.363636 -1
20 57  26 0.363636 -1
20 53  27 1 -1
20 11 26 28 0.6 -1
20   28 0.4 -1
20 21  29 1 -1
20   30 0.333333 -1
20 36  30 0.666667 -1
20 4 42 31 0.333333 -1
20   31 0.222222 -1
20 58  31 0.444444 -1
20 24 29 32 0.333333 -1
20   32 0.222222 -1
20 31  32 0.444444 -1
20   33 0.4 -1
20 8 58 33 0.6 -1
20   34 1 -1
20 45 8 35 1 -1
20 24  36 0.444444 -1
20 47 56 36 0.333333 -1
20   36 0.222222 -1
20 43  37 0.666667 -1
20   37 0.333333 -1
20 59 10 38 1 -1
20 55 56 39 1 -1
20   40 1 -1
20   41 0.285714 -1
20 7 24 41 0.428571 -1
20   41 0.285714 -1
20 7  42 0.5 -1
20   42 0.25 -1
20   42 0.25 -1
20   43 1 -1
20 11  44 1 -1
20 19 25 45 0.5 -1
20 28 47 45 0.5 -1
20 44  46 0.4 -1
20 9 3 46 0.3 -1
20 9 5 46 0.3 -1
20 24  47 0.571429 -1
20 29 7 47 0.428571 -1
20 57  48 1 -1
20 39  49 0.4 -1
20   49 0.2 -1
20 43  49 0.4 -1
20 6  50 0.363636 -1
20 33  50 0.363636 -1
20 35 27 50 0.272727 -1
20 8 53 51 1 -1
20 43  52 1 -1
20 27  53 1 -1
20   54 1 -1
20 42 28 55 0.5 -1
20 26 31 55 0.5 -1
20   56 1 -1
20 27 2 57 0.428571 -1
20 13  57 0.571429 -1
20 31 29 58 1 -1
20   59 0.333333 -1
20   59 0.333333 -1
20   59 0.333333 -1
21 49  0 1 -1
21   1 0.4 -1
21 32 42 1 0.6 -1
21   2 0.285714 -1
21   2 0.285714 -1
21 43 49 2 0.428571 -1
21   3 1 -1
21 24 42 4 1 -1
21   5 1 -1
21 28 3 6 0.3 -1
21 20  6 0.4 -1
21 2 20 6 0.3 -1
21 31  7 0.444444 -1
21   7 0.222222 -1
21 12 5 7 0.333333 -1
21 45 42 8 0.272727 -1
21 45  8 0.363636 -1
21 57  8 0.363636 -1
21 3  9 0.666667 -1
21   9 0.333333 -1
21   10 0.5 -1
21   10 0.5 -1
21 36  11 0.666667 -1
21   11 0.333333 -1
21 27 8 12 1 -1
21 16  13 1 -1
21 31 58 14 1 -1
21   15 0.4 -1
21 11 54 15 0.6 -1
21 20  16 0.363636 -1
21 3  16 0.363636 -1
21 4 9 16 0.272727 -1
21   17 1 -1
21 58  18 0.666667 -1
21   18 0.333333 -1
21 4 54 19 1 -1
21 17  20 0.4 -1
21   20 0.2 -1
21 45  20 0.4 -1
21   22 1 -1
21 6  23 1 -1
21 8 54 24 1 -1
21 8  25 0.444444 -1
21 9 33 25 0.333333 -1
21   25 0.222222 -1
21   26 0.333333 -1
21 42  26 0.666667 -1
21 25 26 27 0.5 -1
21 9 36 27 0.5 -1
21 8  28 1 -1
21 6 25 29 0.272727 -1
21 27  29 0.363636 -1
21 17  29 0.363636 -1
21   30 0.5 -1
21   30 0.5 -1
21 47  31 0.5 -1
21   31 0.25 -1
21   31 0.25 -1
21 45 36 32 1 -1
21 43  33 0.4 -1
21 49 44 33 0.3 -1
21 13 11 33 0.3 -1
21   34 0.4 -1
21 46 16 34 0.6 -1
21 7  35 0.363636 -1
21 53 10 35 0.272727 -1
21 4  35 0.363636 -1
21   36 0.333333 -1
21 18  36 0.666667 -1
21 32  37 0.4 -1
21 43  37 0.4 -1
21   37 0.2 -1
21 9  38 1 -1
21 37 43 39 0.6 -1
21   39 0.4 -1
21   40 0.285714 -1
21   40 0.285714 -1
21 3 57 40 0.428571 -1
21 1 29 41 1 -1
21 24  42 0.4 -1
21   42 0.2 -1
21 8  42 0.4 -1
21   43 1 -1
21   44 0.5 -1
21   44 0.5 -1
21 52  45 0.666667 -1
21   45 0.333333 -1
21 42  46 0.363636 -1
21 53  46 0.363636 -1
21 6 9 46 0.272727 -1
21 27  47 0.571429 -1
21 29 40 47 0.428571 -1
21 36 27 48 0.333333 -1
21   48 0.222222 -1
21 13  48 0.444444 -1
21 19 30 49 0.5 -1
21 13 36 49 0.5 -1
21 47  50 0.5 -1
21 46  50 0.5 -1
21   51 0.25 -1
21   51 0.25 -1
21 10  51 0.5 -1
21 16  52 0.4 -1
21 29 22 52 0.3 -1
21 11 43 52 0.3 -1
21 13 54 53 1 -1
21 32 16 54 1 -1
21 46 4 55 0.333333 -1
21   55 0.222222 -1
21 16  55 0.444444 -1
21 24  56 0.333333 -1
21 27  56 0.333333 -1
21 16  56 0.333333 -1
21 36  57 0.666667 -1
21   57 0.333333 -1
21 19 3 58 0.5 -1
21 46 31 58 0.5 -1
21   59 0.4 -1
21 24 42 59 0.6 -1
22 27 42 0 0.333333 -1
22 17  0 0.444444 -1
22   0 0.222222 -1
22   1 0.4 -1
22 16 4 1 0.6 -1
22   2 0.25 -1
22   2 0.25 -1
22 57  2 0.5 -1
22 21  3 0.666667 -1
22   3 0.333333 -1
22 11  4 0.666667 -1
22   4 0.333333 -1
22 19 11 5 0.272727 -1
22 45  5 0.363636 -1
22 13  5 0.363636 -1
22   6 1 -1
22 1  7 1 -1
22 9  8 0.5 -1
22   8 0.25 -1
22   8 0.25 -1
22   9 1 -1
22 29  10 0.666667 -1
22   10 0.333333 -1
22 8  11 0.4 -1
22 9  11 0.4 -1
22   11 0.2 -1
22 47 5 12 0.333333 -1
22   12 0.222222 -1
22 43  12 0.444444 -1
22 9  13 0.5 -1
22 27  13 0.5 -1
22 6  14 0.571429 -1
22 16 51 14 0.428571 -1
22 53 33 15 1 -1
22   16 0.5 -1
22   16 0.5 -1
22 59  17 0.4 -1
22 1  17 0.4 -1
22   17 0.2 -1
22   18 0.25 -1
22   18 0.25 -1
22 9  18 0.5 -1
22 43 59 19 1 -1
22 25  20 1 -1
22   21 0.25 -1
22   21 0.25 -1
22 27  21 0.5 -1
22 4  23 0.666667 -1
22   23 0.333333 -1
22   24 1 -1
22   25 0.5 -1
22   25 0.5 -1
22   26 1 -1
22   27 0.25 -1
22 45 7 27 0.375 -1
22 54 23 27 0.375 -1
22 4  28 0.5 -1
22 6  28 0.5 -1
22 16 1 29 0.428571 -1
22   29 0.285714 -1
22   29 0.285714 -1
22 15  30 1 -1
22 55  31 0.571429 -1
22 3 33 31 0.428571 -1
22 4 9 32 1 -1
22 19  33 1 -1
22 47  34 1 -1
22 21 46 35 1 -1
22   36 0.25 -1
22 59 54 36 0.375 -1
22 39 57 36 0.375 -1
22   37 0.333333 -1
22 16  37 0.666667 -1
22 8 29 38 0.333333 -1
22   38 0.222222 -1
22 51  38 0.444444 -1
22 11 8 39 1 -1
22 29 2 40 0.6 -1
22   40 0.4 -1
22   41 0.4 -1
22 59 21 41 0.6 -1
22 9  42 0.333333 -1
22 5  42 0.333333 -1
22 36  42 0.333333 -1
22 45 5 43 0.333333 -1
22 8 4 43 0.333333 -1
22 31 16 43 0.333333 -1
22 33 45 44 0.6 -1
22   44 0.4 -1
22   45 0.4 -1
22 53 31 45 0.6 -1
22 47  46 0.363636 -1
22 33  46 0.363636 -1
22 3 4 46 0.272727 -1
22 31  47 0.5 -1
22 4  47 0.5 -1
22 20  48 0.666667 -1
22   48 0.333333 -1
22 13  49 0.571429 -1
22 1 40 49 0.428571 -1
22 1  50 0.444444 -1
22   50 0.222222 -1
22 9 37 50 0.333333 -1
22 43  51 0.4 -1
22   51 0.2 -1
22 5  51 0.4 -1
22   52 1 -1
22 57 59 53 0.6 -1
22   53 0.4 -1
22   54 1 -1
22   55 1 -1
22   56 0.222222 -1
22 9 57 56 0.333333 -1
22 40  56 0.444444 -1
22   57 0.285714 -1
22   57 0.285714 -1
22 47 34 57 0.428571 -1
22 3 54 58 0.428571 -1
22 43  58 0.571429 -1
22 56  59 1 -1
23 30  0 0.666667 -1
23   0 0.333333 -1
23 32  1 1 -1
23 13 42 2 1 -1
23 47  3 0.571429 -1
23 9 31 3 0.428571 -1
23   4 0.2 -1
23 21  4 0.4 -1
23 16  4 0.4 -1
23 29  5 0.666667 -1
23   5 0.333333 -1
23 9 59 6 0.3 -1
23 37 52 6 0.3 -1
23 48  6 0.4 -1
23 29  7 0.5 -1
23 11  7 0.5 -1
23   8 0.285714 -1
23   8 0.285714 -1
23 37 46 8 0.428571 -1
23 31  9 0.363636 -1
23 1  9 0.363636 -1
23 31 25 9 0.272727 -1
23 19  10 1 -1
23 47  11 1 -1
23   12 0.333333 -1
23   12 0.333333 -1
23   12 0.333333 -1
23 46  13 0.4 -1
23   13 0.2 -1
23 1  13 0.4 -1
23 21 29 14 0.6 -1
23   14 0.4 -1
23 36  15 1 -1
23 9  16 0.363636 -1
23 55 33 16 0.272727 -1
23 57  16 0.363636 -1
23   17 0.333333 -1
23   17 0.333333 -1
23   17 0.333333 -1
23 59  18 1 -1
23   19 0.285714 -1
23   19 0.285714 -1
23 33 21 19 0.428571 -1
23 27 15 20 0.333333 -1
23 0 51 20 0.333333 -1
23 30 49 20 0.333333 -1
23 36  21 0.666667 -1
23   21 0.333333 -1
23 13 19 22 0.428571 -1
23   22 0.285714 -1
23   22 0.285714 -1
23 20 9 24 0.6 -1
23   24 0.4 -1
23 4 20 25 0.428571 -1
23   25 0.285714 -1
23   25 0.285714 -1
23 38 13 26 0.6 -1
23   26 0.4 -1
23   27 0.333333 -1
23   27 0.333333 -1
23   27 0.333333 -1
23 8 45 28 0.428571 -1
23   28 0.285714 -1
23   28 0.285714 -1
23 43 24 29 0.375 -1
23   29 0.25 -1
23 21 53 29 0.375 -1
23   30 0.222222 -1
23 13 38 30 0.333333 -1
23 9  30 0.444444 -1
23   31 1 -1
23 22  32 0.571429 -1
23 46 39 32 0.428571 -1
23   33 1 -1
23 32  34 0.5 -1
23 54  34 0.5 -1
23   35 0.222222 -1
23 47 8 35 0.333333 -1
23 10  35 0.444444 -1
23 40 16 36 0.333333 -1
23   36 0.222222 -1
23 6  36 0.444444 -1
23   37 0.285714 -1
23   37 0.285714 -1
23 5 57 37 0.428571 -1
23   38 0.25 -1
23 7  38 0.5 -1
23   38 0.25 -1
23 1  39 0.571429 -1
23 7 56 39 0.428571 -1
23   40 1 -1
23 39 45 41 0.375 -1
23 10 49 41 0.375 -1
23   41 0.25 -1
23 1  42 0.5 -1
23 7  42 0.5 -1
23   43 0.285714 -1
23 20 5 43 0.428571 -1
23   43 0.285714 -1
23   44 0.333333 -1
23 7  44 0.666667 -1
23 9 44 45 0.375 -1
23 58 4 45 0.375 -1
23   45 0.25 -1
23   46 1 -1
23 44  47 0.571429 -1
23 25 1 47 0.428571 -1
23 57  48 0.4 -1
23 25 16 48 0.3 -1
23 33 53 48 0.3 -1
23   49 0.5 -1
23   49 0.5 -1
23   50 0.4 -1
23 43 45 50 0.6 -1
23 24 3 51 1 -1
23   52 0.4 -1
23 4 40 52 0.6 -1
23   53 0.5 -1
23   53 0.5 -1
23 27 19 54 1 -1
23   55 1 -1
23 21  56 0.363636 -1
23 30  56 0.363636 -1
23 28 3 56 0.272727 -1
23   57 1 -1
23   58 0.25 -1
23 44  58 0.5 -1
23   58 0.25 -1
23 42  59 0.666667 -1
23   59 0.333333 -1
24 33  0 1 -1
24   1 0.333333 -1
24 9  1 0.666667 -1
24 29  2 1 -1
24 15  3 0.444444 -1
24 19 29 3 0.333333 -1
24   3 0.222222 -1
24 42 16 4 0.333333 -1
24 47  4 0.444444 -1
24   4 0.222222 -1
24 43 48 5 0.333333 -1
24   5 0.222222 -1
24 59  5 0.444444 -1
24 1  6 1 -1
24 45  7 0.5 -1
24   7 0.25 -1
24   7 0.25 -1
24 35 42 8 1 -1
24 58 8 9 0.428571 -1
24 15  9 0.571429 -1
24   10 0.2 -1
24 7  10 0.4 -1
24 47  10 0.4 -1
24 12  11 1 -1
24 25  12 1 -1
24   13 0.25 -1
24 1 33 13 0.375 -1
24 3 9 13 0.375 -1
24 57  14 0.571429 -1
24 46 1 14 0.428571 -1
24   15 0.222222 -1
24 47 4 15 0.333333 -1
24 48  15 0.444444 -1
24 56 3 16 1 -1
24 44  17 0.666667 -1
24   17 0.333333 -1
24 27 56 18 0.3 -1
24 4 7 18 0.3 -1
24 46  18 0.4 -1
24 59 42 19 1 -1
24   20 0.25 -1
24 47  20 0.5 -1
24   20 0.25 -1
24   21 1 -1
24   22 1 -1
24 8  23 1 -1
24   25 1 -1
24 45 23 26 0.375 -1
24   26 0.25 -1
24 2 17 26 0.375 -1
24 57  27 0.666667 -1
24   27 0.333333 -1
24 3 48 28 0.375 -1
24   28 0.25 -1
24 5 54 28 0.375 -1
24 35  29 0.363636 -1
24 51 28 29 0.272727 -1
24 19  29 0.363636 -1
24 43 5 30 0.5 -1
24 57 2 30 0.5 -1
24 4  31 1 -1
24   32 1 -1
24   33 0.5 -1
24   33 0.5 -1
24 39 56 34 0.6 -1
24   34 0.4 -1
24   35 0.222222 -1
24 9 4 35 0.333333 -1
24 25  35 0.444444 -1
24 57  36 0.4 -1
24 29 47 36 0.3 -1
24 21 59 36 0.3 -1
24 47  37 1 -1
24 13  38 1 -1
24   39 0.333333 -1
24   39 0.333333 -1
24   39 0.333333 -1
24 47  40 0.666667 -1
24   40 0.333333 -1
24   41 1 -1
24   42 1 -1
24   43 0.25 -1
24   43 0.25 -1
24 9  43 0.5 -1
24 30 34 44 0.5 -1
24 23 9 44 0.5 -1
24 43  45 0.5 -1
24 47  45 0.5 -1
24 3 6 46 0.428571 -1
24 59  46 0.571429 -1
24   47 0.285714 -1
24   47 0.285714 -1
24 15 3 47 0.428571 -1
24 29  48 1 -1
24   49 1 -1
24 8  50 0.333333 -1
24 26  50 0.333333 -1
24 46  50 0.333333 -1
24 38  51 0.5 -1
24   51 0.25 -1
24   51 0.25 -1
24 15  52 0.444444 -1
24 29 27 52 0.333333 -1
24   52 0.222222 -1
24 2  53 1 -1
24 4  54 1 -1
24   55 1 -1
24 38 13 56 0.5 -1
24 9 46 56 0.5 -1
24 35 20 57 1 -1
24 9  58 0.666667 -1
24   58 0.333333 -1
24 8  59 1 -1
25 3 36 0 0.428571 -1
25   0 0.285714 -1
25   0 0.285714 -1
25   1 0.333333 -1
25 16  1 0.666667 -1
25 46 6 2 0.333333 -1
25 8 23 2 0.333333 -1
25 24 56 2 0.333333 -1
25   3 0.222222 -1
25 49  3 0.444444 -1
25 13 33 3 0.333333 -1
25 48  4 0.4 -1
25 35 44 4 0.3 -1
25 52 36 4 0.3 -1
25 16  5 0.5 -1
25 28  5 0.5 -1
25 3  6 0.4 -1
25   6 0.2 -1
25 2  6 0.4 -1
25 29 57 7 1 -1
25 33 13 8 0.375 -1
25 55 36 8 0.375 -1
25   8 0.25 -1
25 10 21 9 1 -1
25   10 1 -1
25 46 22 11 1 -1
25 9 3 12 0.6 -1
25   12 0.4 -1
25 43 47 13 0.428571 -1
25 16  13 0.571429 -1
25   14 0.4 -1
25 57 10 14 0.6 -1
25 49  15 0.333333 -1
25 53  15 0.333333 -1
25 9  15 0.333333 -1
25   16 1 -1
25 8 44 17 0.3 -1
25 5  17 0.4 -1
25 36 35 17 0.3 -1
25 42  18 0.4 -1
25 43 31 18 0.3 -1
25 53 35 18 0.3 -1
25 13 24 19 1 -1
25 3 59 20 1 -1
25 8 59 21 1 -1
25   22 1 -1
25 0 15 23 1 -1
25 20 45 24 0.333333 -1
25 2 43 24 0.333333 -1
25 13 45 24 0.333333 -1
25 38 9 26 1 -1
25 2  27 0.571429 -1
25 36 43 27 0.428571 -1
25 29 56 28 0.5 -1
25 3 6 28 0.5 -1
25 11  29 0.363636 -1
25 6 47 29 0.272727 -1
25 53  29 0.363636 -1
25   30 1 -1
25   31 0.222222 -1
25 20 47 31 0.333333 -1
25 40  31 0.444444 -1
25   32 0.5 -1
25   32 0.5 -1
25 19 4 33 0.333333 -1
25   33 0.222222 -1
25 2  33 0.444444 -1
25 4 36 34 1 -1
25 21 6 35 0.428571 -1
25 56  35 0.571429 -1
25 44  36 0.5 -1
25 57  36 0.5 -1
25   37 1 -1
25 5  38 1 -1
25   39 0.222222 -1
25 9  39 0.444444 -1
25 26 24 39 0.333333 -1
25 27 49 40 0.375 -1
25 3 0 40 0.375 -1
25   40 0.25 -1
25   41 0.5 -1
25   41 0.5 -1
25 49  42 0.4 -1
25 19 9 42 0.3 -1
25 2 36 42 0.3 -1
25 24  43 1 -1
25 21 11 44 1 -1
25 46  45 0.444444 -1
25 36 49 45 0.333333 -1
25   45 0.222222 -1
25 24 2 46 0.5 -1
25 27 5 46 0.5 -1
25 1  47 0.666667 -1
25   47 0.333333 -1
25   48 0.333333 -1
25 53  48 0.666667 -1
25 26 11 49 1 -1
25 58 47 50 0.428571 -1
25 13  50 0.571429 -1
25 3  51 0.363636 -1
25 47 37 51 0.272727 -1
25 46  51 0.363636 -1
25 5  52 0.4 -1
25   52 0.2 -1
25 29  52 0.4 -1
25 46  53 1 -1
25 3 35 54 1 -1
25 59 10 55 0.272727 -1
25 37  55 0.363636 -1
25 57  55 0.363636 -1
25 43  56 1 -1
25   57 0.5 -1
25   57 0.5 -1
25   58 0.25 -1
25 35  58 0.5 -1
25   58 0.25 -1
25   59 0.2 -1
25 36  59 0.4 -1
25 1  59 0.4 -1
26 8  0 0.333333 -1
26 42  0 0.333333 -1
26 38  0 0.333333 -1
26 27  1 1 -1
26   2 1 -1
26 56 33 3 0.5 -1
26 36 13 3 0.5 -1
26 33  4 1 -1
26 3  5 0.444444 -1
26   5 0.222222 -1
26 9 19 5 0.333333 -1
26   6 0.5 -1
26   6 0.5 -1
26   7 1 -1
26 9 6 8 1 -1
26   9 1 -1
26 57  10 1 -1
26   11 0.2 -1
26 31  11 0.4 -1
26 40  11 0.4 -1
26 29  12 0.4 -1
26 47  12 0.4 -1
26   12 0.2 -1
26   13 0.333333 -1
26 36  13 0.666667 -1
26   14 0.4 -1
26 1 27 14 0.6 -1
26   15 0.4 -1
26 45 9 15 0.6 -1
26 37  16 0.5 -1
26 43  16 0.5 -1
26   17 0.25 -1
26 51 57 17 0.375 -1
26 23 39 17 0.375 -1
26   18 0.5 -1
26   18 0.5 -1
26   19 0.2 -1
26 2  19 0.4 -1
26 43  19 0.4 -1
26   20 1 -1
26 45 53 21 1 -1
26   22 0.285714 -1
26 58 45 22 0.428571 -1
26   22 0.285714 -1
26 59  23 0.444444 -1
26   23 0.222222 -1
26 10 43 23 0.333333 -1
26 31 3 24 0.428571 -1
26   24 0.285714 -1
26   24 0.285714 -1
26   25 1 -1
26   27 0.5 -1
26   27 0.5 -1
26 27 46 28 1 -1
26 1 4 29 0.5 -1
26 8 57 29 0.5 -1
26 58 56 30 0.375 -1
26 57 16 30 0.375 -1
26   30 0.25 -1
26 5 2 31 0.333333 -1
26 36  31 0.444444 -1
26   31 0.222222 -1
26 37  32 0.4 -1
26 10 58 32 0.3 -1
26 4 36 32 0.3 -1
26 1 7 33 0.333333 -1
26 36  33 0.444444 -1
26   33 0.222222 -1
26 21 36 34 0.272727 -1
26 42  34 0.363636 -1
26 1  34 0.363636 -1
26 9 13 35 0.6 -1
26   35 0.4 -1
26   36 0.25 -1
26   36 0.25 -1
26 33  36 0.5 -1
26   37 0.333333 -1
26 27  37 0.666667 -1
26 59  38 1 -1
26 13  39 0.5 -1
26   39 0.25 -1
26   39 0.25 -1
26   40 0.5 -1
26   40 0.5 -1
26 24 45 41 0.428571 -1
26 3  41 0.571429 -1
26 19  42 0.666667 -1
26   42 0.333333 -1
26   43 0.4 -1
26 27 36 43 0.6 -1
26 11  44 0.4 -1
26 53 33 44 0.3 -1
26 5 16 44 0.3 -1
26 58 31 45 0.428571 -1
26 9  45 0.571429 -1
26 27 57 46 1 -1
26   47 0.4 -1
26 27 7 47 0.6 -1
26 9  48 0.4 -1
26 47 42 48 0.3 -1
26 44 49 48 0.3 -1
26 46  49 0.571429 -1
26 24 51 49 0.428571 -1
26 3  50 0.363636 -1
26 48 47 50 0.272727 -1
26 7  50 0.363636 -1
26   51 0.4 -1
26 43 3 51 0.6 -1
26 58 45 52 0.375 -1
26   52 0.25 -1
26 56 48 52 0.375 -1
26 24 23 53 0.428571 -1
26   53 0.285714 -1
26   53 0.285714 -1
26 4 42 54 0.428571 -1
26 21  54 0.571429 -1
26 0  55 1 -1
26 42  56 0.666667 -1
26   56 0.333333 -1
26   57 0.25 -1
