0 19  1 1 -1
42 77  19 0.571429 -1
42 26 30 19 0.428571 -1
42   20 0.285714 -1
42 24 51 20 0.428571 -1
42   20 0.285714 -1
42 63 31 21 1 -1
42 33 51 22 0.272727 -1
42 0  22 0.363636 -1
42 66  22 0.363636 -1
42 13 61 23 0.375 -1
42   23 0.25 -1
42 13 70 23 0.375 -1
42   24 0.285714 -1
42 10 17 24 0.428571 -1
42   24 0.285714 -1
42 64 10 25 1 -1
42 54 77 26 1 -1
42 48  27 1 -1
42   28 0.4 -1
42 59 25 28 0.6 -1
42 51  29 0.4 -1
42   29 0.2 -1
42 64  29 0.4 -1
42   30 0.222222 -1
42 51  30 0.444444 -1
42 12 49 30 0.333333 -1
42 48  31 0.444444 -1
42   31 0.222222 -1
42 20 11 31 0.333333 -1
42   32 1 -1
42   33 0.25 -1
42 26  33 0.5 -1
42   33 0.25 -1
42 30  34 0.4 -1
42 23  34 0.4 -1
42   34 0.2 -1
42   35 0.2 -1
42 12  35 0.4 -1
42 20  35 0.4 -1
42   36 0.4 -1
42 37 70 36 0.6 -1
42   37 0.5 -1
42   37 0.5 -1
42 7 76 38 1 -1
42 43  39 0.444444 -1
42   39 0.222222 -1
42 13 76 39 0.333333 -1
42   40 0.285714 -1
42   40 0.285714 -1
42 13 25 40 0.428571 -1
42 51 74 41 0.272727 -1
42 25  41 0.363636 -1
42 43  41 0.363636 -1
42 18 68 43 0.3 -1
42 23 39 43 0.3 -1
42 3  43 0.4 -1
42   44 1 -1
42 43  45 0.4 -1
42 14  45 0.4 -1
42   45 0.2 -1
42 10  46 0.571429 -1
42 54 33 46 0.428571 -1
42 77  47 0.571429 -1
42 18 70 47 0.428571 -1
42 7 24 48 0.3 -1
42 1 58 48 0.3 -1
42 30  48 0.4 -1
42 64 58 49 1 -1
42   50 0.333333 -1
42 13  50 0.666667 -1
42 18  51 0.4 -1
42 78 20 51 0.3 -1
42 74 61 51 0.3 -1
42   52 1 -1
42   53 0.4 -1
42 15 34 53 0.6 -1
42 32  54 1 -1
42   55 0.4 -1
42 14 43 55 0.6 -1
42 33  56 1 -1
42 31  57 0.4 -1
42 48  57 0.4 -1
42   57 0.2 -1
42 72  58 0.666667 -1
42   58 0.333333 -1
42 30  59 0.571429 -1
42 7 66 59 0.428571 -1
42 47  60 1 -1
42   61 1 -1
42 35 24 62 0.333333 -1
42 37 19 62 0.333333 -1
42 75 9 62 0.333333 -1
42 15  63 0.571429 -1
42 50 15 63 0.428571 -1
42 74 57 64 0.5 -1
42 30 69 64 0.5 -1
42   65 0.5 -1
42   65 0.5 -1
42 9 70 66 0.428571 -1
42   66 0.285714 -1
42   66 0.285714 -1
42   67 1 -1
42 69  68 0.444444 -1
42   68 0.222222 -1
42 26 7 68 0.333333 -1
42 33  69 0.4 -1
42 15 59 69 0.3 -1
42 37 34 69 0.3 -1
42 14 3 70 0.3 -1
42 0 53 70 0.3 -1
42 66  70 0.4 -1
42 64  71 0.333333 -1
42 19  71 0.333333 -1
42 20  71 0.333333 -1
42 46 34 72 0.3 -1
42 13 26 72 0.3 -1
42 74  72 0.4 -1
42 40  73 1 -1
42 35 13 74 0.375 -1
42 55 30 74 0.375 -1
42   74 0.25 -1
42 54 64 75 1 -1
42 41  76 0.4 -1
42   76 0.2 -1
42 29  76 0.4 -1
42 61  77 0.666667 -1
42   77 0.333333 -1
42   78 0.25 -1
42   78 0.25 -1
42 31  78 0.5 -1
42   79 0.5 -1
42   79 0.5 -1
43 66 49 0 1 -1
43 38  1 0.4 -1
43 46 77 1 0.3 -1
43 66 0 1 0.3 -1
43 7  2 1 -1
43 26  3 0.4 -1
43 40  3 0.4 -1
43   3 0.2 -1
43   4 0.25 -1
43 68  4 0.5 -1
43   4 0.25 -1
43 36 68 5 1 -1
43   6 0.5 -1
43   6 0.5 -1
43   7 0.333333 -1
43 74  7 0.666667 -1
43 48  8 0.4 -1
43 76 29 8 0.3 -1
43 72 70 8 0.3 -1
43   9 0.4 -1
43 30 10 9 0.6 -1
43   10 0.5 -1
43   10 0.5 -1
43 19  11 1 -1
43   12 0.333333 -1
43 25  12 0.666667 -1
43 49  13 0.4 -1
43   13 0.2 -1
43 72  13 0.4 -1
43 73 41 14 1 -1
43 66  15 0.333333 -1
43 38  15 0.333333 -1
43 33  15 0.333333 -1
43 34 66 16 0.428571 -1
43 18  16 0.571429 -1
43   17 1 -1
43   18 0.222222 -1
43 17 41 18 0.333333 -1
43 35  18 0.444444 -1
43   19 0.4 -1
43 69 49 19 0.6 -1
43 0 54 20 0.6 -1
43   20 0.4 -1
43 30  21 1 -1
43 7  22 0.363636 -1
43 70 38 22 0.272727 -1
43 15  22 0.363636 -1
43 51  23 0.666667 -1
43   23 0.333333 -1
43 64 69 24 0.272727 -1
43 25  24 0.363636 -1
43 46  24 0.363636 -1
43   25 1 -1
43   26 1 -1
43 72  27 1 -1
43 41  28 1 -1
43 42  29 0.666667 -1
43   29 0.333333 -1
43   30 1 -1
43   31 0.5 -1
43   31 0.5 -1
43 64 9 32 0.428571 -1
43 45  32 0.571429 -1
43 17 1 33 0.272727 -1
43 25  33 0.363636 -1
43 34  33 0.363636 -1
43 25 3 34 1 -1
43 19 67 35 1 -1
43   36 0.285714 -1
43 26 77 36 0.428571 -1
43   36 0.285714 -1
43 59 7 37 1 -1
43 20 11 38 0.5 -1
43 0 1 38 0.5 -1
43   39 0.333333 -1
43 59  39 0.666667 -1
43 29 9 40 1 -1
43 14 8 41 1 -1
43 58 15 42 1 -1
43 55 74 44 1 -1
43 13 30 45 0.333333 -1
43 31 38 45 0.333333 -1
43 23 77 45 0.333333 -1
43 66  46 1 -1
43 10  47 0.5 -1
43 56  47 0.5 -1
43 12  48 0.666667 -1
43   48 0.333333 -1
43   49 0.5 -1
43   49 0.5 -1
43 5 35 50 1 -1
43   51 0.285714 -1
43 40 31 51 0.428571 -1
43   51 0.285714 -1
43   52 1 -1
43   53 0.5 -1
43   53 0.5 -1
43 66  54 0.666667 -1
43   54 0.333333 -1
43 32  55 0.5 -1
43 35  55 0.5 -1
43   56 0.25 -1
43 70  56 0.5 -1
43   56 0.25 -1
43 74  57 1 -1
43 77  58 1 -1
43 74  59 0.4 -1
43 31 57 59 0.3 -1
43 77 12 59 0.3 -1
43 50  60 0.363636 -1
43 37  60 0.363636 -1
43 67 23 60 0.272727 -1
43 10  61 0.4 -1
43 36 49 61 0.3 -1
43 70 75 61 0.3 -1
43 77 75 62 0.375 -1
43   62 0.25 -1
43 30 70 62 0.375 -1
43 3 72 63 0.428571 -1
43 76  63 0.571429 -1
43 21 26 64 1 -1
43 9 69 65 0.428571 -1
43 25  65 0.571429 -1
43 30  66 1 -1
43   67 1 -1
43   68 0.5 -1
43   68 0.5 -1
43 5 18 69 0.5 -1
43 21 35 69 0.5 -1
43 34  70 0.5 -1
43   70 0.25 -1
43   70 0.25 -1
43 38  71 1 -1
43 9  72 0.5 -1
43 18  72 0.5 -1
43 67  73 1 -1
43 23 72 74 0.5 -1
43 39 18 74 0.5 -1
43 35 24 75 1 -1
43 51  76 0.5 -1
43   76 0.25 -1
43   76 0.25 -1
43 71 31 77 1 -1
43 26 30 78 0.333333 -1
43 64 76 78 0.333333 -1
43 38 64 78 0.333333 -1
43   79 0.285714 -1
43 10 5 79 0.428571 -1
43   79 0.285714 -1
44 42 9 0 0.5 -1
44 15 49 0 0.5 -1
44 55  1 0.4 -1
44   1 0.2 -1
44 7  1 0.4 -1
44 69  2 1 -1
44 34 35 3 0.5 -1
44 64 73 3 0.5 -1
44 64 7 4 1 -1
44 68  5 0.363636 -1
44 11 19 5 0.272727 -1
44 54  5 0.363636 -1
44   6 0.5 -1
44   6 0.5 -1
44 0  7 0.4 -1
44 75  7 0.4 -1
44   7 0.2 -1
44 55  8 1 -1
44   9 1 -1
44 39  10 0.5 -1
44 77  10 0.5 -1
44 53 31 11 0.3 -1
44 77  11 0.4 -1
44 1 56 11 0.3 -1
44   12 0.285714 -1
44   12 0.285714 -1
44 43 0 12 0.428571 -1
44   13 0.4 -1
44 23 16 13 0.6 -1
44 12  14 0.571429 -1
44 45 59 14 0.428571 -1
44 11 26 15 1 -1
44 49 36 16 1 -1
44 70  17 1 -1
44 35  18 0.444444 -1
44   18 0.222222 -1
44 13 29 18 0.333333 -1
44 67 26 19 0.3 -1
44 30 2 19 0.3 -1
44 64  19 0.4 -1
44   20 1 -1
44   21 0.285714 -1
44   21 0.285714 -1
44 61 18 21 0.428571 -1
44   22 0.4 -1
44 38 17 22 0.6 -1
44   23 1 -1
44 58 20 24 1 -1
44 14  25 0.666667 -1
44   25 0.333333 -1
44   26 0.2 -1
44 34  26 0.4 -1
44 13  26 0.4 -1
44 3  27 1 -1
44   28 0.5 -1
44   28 0.5 -1
44   29 1 -1
44 60 52 30 0.3 -1
44 51 20 30 0.3 -1
44 38  30 0.4 -1
44 0 3 31 0.3 -1
44 20  31 0.4 -1
44 35 76 31 0.3 -1
44 69 8 32 0.3 -1
44 76  32 0.4 -1
44 8 10 32 0.3 -1
44 13  33 0.666667 -1
44   33 0.333333 -1
44 10 59 34 1 -1
44 23 39 35 0.375 -1
44 23 64 35 0.375 -1
44   35 0.25 -1
44 1 53 36 1 -1
44   37 0.285714 -1
44   37 0.285714 -1
44 32 77 37 0.428571 -1
44 11  38 0.4 -1
44   38 0.2 -1
44 48  38 0.4 -1
44 53 30 39 1 -1
44 43 7 40 0.333333 -1
44 64  40 0.444444 -1
44   40 0.222222 -1
44 74  41 0.571429 -1
44 38 7 41 0.428571 -1
44   42 0.4 -1
44 26 61 42 0.6 -1
44   43 1 -1
44 53  45 0.5 -1
44 77  45 0.5 -1
44 14 77 46 1 -1
44 19  47 0.363636 -1
44 0  47 0.363636 -1
44 67 43 47 0.272727 -1
44   48 1 -1
44 39  49 0.4 -1
44   49 0.2 -1
44 15  49 0.4 -1
44 70 51 50 0.3 -1
44 57 53 50 0.3 -1
44 73  50 0.4 -1
44   51 0.222222 -1
44 20 61 51 0.333333 -1
44 49  51 0.444444 -1
44   52 0.25 -1
44   52 0.25 -1
44 9  52 0.5 -1
44 70  53 1 -1
44 43  54 0.444444 -1
44   54 0.222222 -1
44 29 11 54 0.333333 -1
44 54  55 0.571429 -1
44 8 77 55 0.428571 -1
44 76  56 0.444444 -1
44 77 19 56 0.333333 -1
44   56 0.222222 -1
44 17  57 0.571429 -1
44 11 76 57 0.428571 -1
44 50  58 1 -1
44 1  59 1 -1
44 23  60 0.4 -1
44   60 0.2 -1
44 3  60 0.4 -1
44 66  61 0.571429 -1
44 70 77 61 0.428571 -1
44 11 13 62 1 -1
44 69  63 0.666667 -1
44   63 0.333333 -1
44   64 1 -1
44 23 30 65 0.428571 -1
44 41  65 0.571429 -1
44   66 1 -1
44   67 0.333333 -1
44   67 0.333333 -1
44   67 0.333333 -1
44 10  68 0.5 -1
44 69  68 0.5 -1
44 36  69 0.5 -1
44 51  69 0.5 -1
44 46  70 0.666667 -1
44   70 0.333333 -1
44   71 0.5 -1
44   71 0.5 -1
44 31 50 72 1 -1
44 76 45 73 1 -1
44 54  74 0.571429 -1
44 20 53 74 0.428571 -1
44 70 69 75 1 -1
44   76 0.285714 -1
44 20 46 76 0.428571 -1
44   76 0.285714 -1
44 9 70 77 0.375 -1
44 0 30 77 0.375 -1
44   77 0.25 -1
44 23  78 1 -1
44 47 38 79 0.272727 -1
44 34  79 0.363636 -1
44 47  79 0.363636 -1
45 77  0 1 -1
45   1 0.25 -1
45 47 60 1 0.375 -1
45 41 8 1 0.375 -1
45 34 39 2 1 -1
45   3 1 -1
45   4 0.2 -1
45 18  4 0.4 -1
45 58  4 0.4 -1
45 37  5 0.571429 -1
45 59 36 5 0.428571 -1
45 54  6 0.444444 -1
45   6 0.222222 -1
45 53 36 6 0.333333 -1
45 35 11 7 0.428571 -1
45   7 0.285714 -1
45   7 0.285714 -1
45 35 61 8 0.333333 -1
45   8 0.222222 -1
45 77  8 0.444444 -1
45 32 49 9 0.428571 -1
45 33  9 0.571429 -1
45 17  10 1 -1
45 74  11 1 -1
45 0 28 12 0.428571 -1
45 66  12 0.571429 -1
45   13 0.333333 -1
45 38  13 0.666667 -1
45 46 70 14 1 -1
45 10 12 15 1 -1
45 26 76 16 0.5 -1
45 17 41 16 0.5 -1
45 9 7 17 0.3 -1
45 49 0 17 0.3 -1
45 49  17 0.4 -1
45 10  18 1 -1
45 31  19 0.5 -1
45 13  19 0.5 -1
45   20 0.333333 -1
45   20 0.333333 -1
45   20 0.333333 -1
45 54  21 0.571429 -1
45 34 47 21 0.428571 -1
45 40  22 1 -1
45 7  23 0.571429 -1
45 49 30 23 0.428571 -1
45 23  24 1 -1
45 51  25 0.5 -1
45 2  25 0.5 -1
45 30 14 26 0.5 -1
45 67 7 26 0.5 -1
45   27 1 -1
45 40  28 0.666667 -1
45   28 0.333333 -1
45 9  29 1 -1
45   30 0.5 -1
45   30 0.5 -1
45 67  31 1 -1
45 79  32 0.4 -1
45   32 0.2 -1
45 30  32 0.4 -1
45 43 3 33 0.5 -1
45 36 70 33 0.5 -1
45 18 48 34 0.333333 -1
45 63 10 34 0.333333 -1
45 20 26 34 0.333333 -1
45 11  35 0.444444 -1
45   35 0.222222 -1
45 13 40 35 0.333333 -1
45 68  36 0.5 -1
45 41  36 0.5 -1
45 17  37 0.666667 -1
45   37 0.333333 -1
45 37  38 0.571429 -1
45 11 31 38 0.428571 -1
45   39 1 -1
45   40 0.333333 -1
45 41  40 0.666667 -1
45 67 9 41 0.6 -1
45   41 0.4 -1
45 54 1 42 1 -1
45 24 51 43 0.3 -1
45 23 73 43 0.3 -1
45 23  43 0.4 -1
45 9 49 44 1 -1
45 77 76 46 0.428571 -1
45   46 0.285714 -1
45   46 0.285714 -1
45 31  47 0.5 -1
45   47 0.25 -1
45   47 0.25 -1
45   48 1 -1
45 75  49 0.4 -1
45 13  49 0.4 -1
45   49 0.2 -1
45   50 1 -1
45 56 9 51 0.428571 -1
45 23  51 0.571429 -1
45   52 0.2 -1
45 55  52 0.4 -1
45 69  52 0.4 -1
45 11 2 53 0.333333 -1
45 31  53 0.444444 -1
45   53 0.222222 -1
45 19 76 54 1 -1
45 11  55 1 -1
45 7 54 56 0.5 -1
45 39 43 56 0.5 -1
45   57 0.25 -1
45 14 12 57 0.375 -1
45 51 43 57 0.375 -1
45   58 0.4 -1
45 7 59 58 0.6 -1
45   59 1 -1
45 14  60 0.4 -1
45   60 0.2 -1
45 73  60 0.4 -1
45 18  61 0.4 -1
45 53 10 61 0.3 -1
45 36 25 61 0.3 -1
45 61 29 62 1 -1
45 73 55 63 0.272727 -1
45 67  63 0.363636 -1
45 13  63 0.363636 -1
45 33  64 0.444444 -1
45   64 0.222222 -1
45 31 37 64 0.333333 -1
45 7  65 0.444444 -1
45   65 0.222222 -1
45 32 7 65 0.333333 -1
45 73 23 66 0.375 -1
45   66 0.25 -1
45 7 25 66 0.375 -1
45 35  67 0.571429 -1
45 20 38 67 0.428571 -1
45   68 1 -1
45 32  69 1 -1
45   70 0.25 -1
45 53 24 70 0.375 -1
45 11 28 70 0.375 -1
45 20 9 71 0.6 -1
45   71 0.4 -1
45 0  72 1 -1
45 49  73 0.5 -1
45 66  73 0.5 -1
45   74 0.2 -1
45 14  74 0.4 -1
45 76  74 0.4 -1
45   75 0.333333 -1
45   75 0.333333 -1
45   75 0.333333 -1
45 13 66 76 0.6 -1
45   76 0.4 -1
45 64  77 0.5 -1
45 13  77 0.5 -1
45 20  78 0.363636 -1
45 70  78 0.363636 -1
45 35 32 78 0.272727 -1
45 39  79 0.666667 -1
45   79 0.333333 -1
46 36  0 0.4 -1
46 11 74 0 0.3 -1
46 62 75 0 0.3 -1
46 32  1 0.5 -1
46   1 0.25 -1
46   1 0.25 -1
46 37  2 1 -1
46 9 25 3 1 -1
46 1  4 0.333333 -1
46 76  4 0.333333 -1
46 14  4 0.333333 -1
46   5 0.285714 -1
46   5 0.285714 -1
46 10 38 5 0.428571 -1
46 69  6 0.4 -1
46 30  6 0.4 -1
46   6 0.2 -1
46 11  7 0.571429 -1
46 61 26 7 0.428571 -1
46   8 0.333333 -1
46 29  8 0.666667 -1
46 26 51 9 1 -1
46 35 55 10 0.6 -1
46   10 0.4 -1
46 64 23 11 1 -1
46 38 76 12 1 -1
46   13 1 -1
46 43  14 0.333333 -1
46 19  14 0.333333 -1
46 36  14 0.333333 -1
46 41  15 0.5 -1
46   15 0.25 -1
46   15 0.25 -1
46   16 0.333333 -1
46 56  16 0.666667 -1
46 69 18 17 0.428571 -1
46 67  17 0.571429 -1
46   18 0.222222 -1
46 76 47 18 0.333333 -1
46 21  18 0.444444 -1
46   19 0.4 -1
46 23 61 19 0.6 -1
46 47 77 20 0.3 -1
46 51  20 0.4 -1
46 74 41 20 0.3 -1
46   21 0.285714 -1
46   21 0.285714 -1
46 8 52 21 0.428571 -1
46 39 60 22 0.333333 -1
46 16  22 0.444444 -1
46   22 0.222222 -1
46 30  23 1 -1
46 26 76 24 0.333333 -1
46   24 0.222222 -1
46 7  24 0.444444 -1
46 1 0 25 0.5 -1
46 40 9 25 0.5 -1
46 23 64 26 1 -1
46 67 11 27 0.428571 -1
46 0  27 0.571429 -1
46 41  28 1 -1
46 13 48 29 1 -1
46   30 0.5 -1
46   30 0.5 -1
46 1 38 31 0.5 -1
46 7 14 31 0.5 -1
46 31  32 0.5 -1
46 55  32 0.5 -1
46 19  33 1 -1
46 31 33 34 1 -1
46   35 0.4 -1
46 25 40 35 0.6 -1
46 70 53 36 1 -1
46   37 0.5 -1
46   37 0.5 -1
46   38 1 -1
46   39 0.2 -1
46 34  39 0.4 -1
46 9  39 0.4 -1
46   40 1 -1
46 38 75 41 0.6 -1
46   41 0.4 -1
46 48 15 42 1 -1
46 31 55 43 0.333333 -1
46   43 0.222222 -1
46 0  43 0.444444 -1
46 11  44 0.4 -1
46 16 51 44 0.3 -1
46 38 53 44 0.3 -1
46   45 1 -1
46 77 61 47 0.375 -1
46 20 36 47 0.375 -1
46   47 0.25 -1
46   48 1 -1
46 70 36 49 0.333333 -1
46 53  49 0.444444 -1
46   49 0.222222 -1
46   50 0.222222 -1
46 74  50 0.444444 -1
46 13 43 50 0.333333 -1
46 18 31 51 0.428571 -1
46 7  51 0.571429 -1
46 20  52 0.666667 -1
46   52 0.333333 -1
46 67  53 0.5 -1
46 54  53 0.5 -1
46   54 1 -1
46 49 1 55 1 -1
46   56 0.5 -1
46   56 0.5 -1
46 17 38 57 0.333333 -1
46 69 26 57 0.333333 -1
46 14 69 57 0.333333 -1
46   58 0.222222 -1
46 49  58 0.444444 -1
46 26 15 58 0.333333 -1
46   59 1 -1
46 72 15 60 0.5 -1
46 11 26 60 0.5 -1
46 60  61 0.571429 -1
46 35 38 61 0.428571 -1
46 74  62 0.571429 -1
46 55 69 62 0.428571 -1
46 30  63 1 -1
46 55 13 64 0.333333 -1
46 40 14 64 0.333333 -1
46 13 32 64 0.333333 -1
46   65 0.333333 -1
46 9  65 0.666667 -1
46 30  66 0.363636 -1
46 35  66 0.363636 -1
46 32 59 66 0.272727 -1
46 51  67 1 -1
46 38 43 68 0.272727 -1
46 53  68 0.363636 -1
46 43  68 0.363636 -1
46 51  69 1 -1
46 61 26 70 0.3 -1
46 52  70 0.4 -1
46 1 8 70 0.3 -1
46 75 32 71 1 -1
46   72 0.222222 -1
46 17  72 0.444444 -1
46 35 57 72 0.333333 -1
46 66  73 0.5 -1
46   73 0.25 -1
46   73 0.25 -1
46 1 31 74 1 -1
46   75 0.25 -1
46 68  75 0.5 -1
46   75 0.25 -1
46 7 14 76 0.5 -1
46 9 8 76 0.5 -1
46 43 9 77 0.5 -1
46 17 61 77 0.5 -1
46   78 0.285714 -1
46 21 30 78 0.428571 -1
46   78 0.285714 -1
46   79 0.2 -1
46 52  79 0.4 -1
46 17  79 0.4 -1
47 9 51 0 0.375 -1
47   0 0.25 -1
47 35 7 0 0.375 -1
47   1 0.222222 -1
47 46  1 0.444444 -1
47 26 15 1 0.333333 -1
47 1  2 1 -1
47 67  3 0.5 -1
47   3 0.25 -1
47   3 0.25 -1
47 23  4 1 -1
47 64  5 0.363636 -1
47 50 11 5 0.272727 -1
47 60  5 0.363636 -1
47 10  6 0.571429 -1
47 49 26 6 0.428571 -1
47   7 1 -1
47 30 74 8 0.6 -1
47   8 0.4 -1
47 0 42 9 1 -1
47 11 31 10 1 -1
47   11 1 -1
47 11 13 12 0.428571 -1
47 37  12 0.571429 -1
47 35 77 13 0.428571 -1
47 0  13 0.571429 -1
47 67  14 0.5 -1
47 38  14 0.5 -1
47 72  15 0.666667 -1
47   15 0.333333 -1
47 77  16 1 -1
47   17 0.5 -1
47   17 0.5 -1
47 11  18 0.333333 -1
47 53  18 0.333333 -1
47 48  18 0.333333 -1
47   19 0.333333 -1
47 35  19 0.666667 -1
47 55 13 20 0.5 -1
47 10 7 20 0.5 -1
47 18  21 1 -1
47 29 61 22 0.6 -1
47   22 0.4 -1
47 7  23 0.5 -1
47   23 0.25 -1
47   23 0.25 -1
47 72  24 0.571429 -1
47 7 39 24 0.428571 -1
47   25 0.285714 -1
47 14 38 25 0.428571 -1
47   25 0.285714 -1
47   26 0.2 -1
47 29  26 0.4 -1
47 77  26 0.4 -1
47 66 36 27 1 -1
47 45  28 0.571429 -1
47 70 17 28 0.428571 -1
47   29 0.285714 -1
47 40 3 29 0.428571 -1
47   29 0.285714 -1
47   30 0.333333 -1
47 26  30 0.666667 -1
47 30 61 31 0.333333 -1
47   31 0.222222 -1
47 37  31 0.444444 -1
47 34 46 32 0.5 -1
47 72 41 32 0.5 -1
47 76 46 33 0.5 -1
47 20 43 33 0.5 -1
47 1 53 34 0.6 -1
47   34 0.4 -1
47   35 0.25 -1
47 30 20 35 0.375 -1
47 69 61 35 0.375 -1
47 23 67 36 1 -1
47 51  37 1 -1
47   38 1 -1
47 37 35 39 0.3 -1
47 48 19 39 0.3 -1
47 11  39 0.4 -1
47 39  40 0.571429 -1
47 75 13 40 0.428571 -1
47 66 67 41 1 -1
47 56 17 42 0.6 -1
47   42 0.4 -1
47 69  43 1 -1
47 26  44 1 -1
47 7 1 45 0.3 -1
47 14 31 45 0.3 -1
47 74  45 0.4 -1
47   46 0.222222 -1
47 38  46 0.444444 -1
47 50 41 46 0.333333 -1
47 37 32 48 0.333333 -1
47   48 0.222222 -1
47 35  48 0.444444 -1
47   49 0.333333 -1
47 3  49 0.666667 -1
47 25 64 50 0.5 -1
47 32 54 50 0.5 -1
47   51 0.25 -1
47 18  51 0.5 -1
47   51 0.25 -1
47 54 51 52 1 -1
47 49  53 1 -1
47 43  54 0.5 -1
47 26  54 0.5 -1
47 0 53 55 1 -1
47 7 11 56 0.5 -1
47 67 66 56 0.5 -1
47   57 0.2 -1
47 64  57 0.4 -1
47 13  57 0.4 -1
47 3 66 58 1 -1
47   59 0.25 -1
47   59 0.25 -1
47 57  59 0.5 -1
47 69 8 60 1 -1
47   61 0.285714 -1
47   61 0.285714 -1
47 26 10 61 0.428571 -1
47 72 8 62 0.272727 -1
47 1  62 0.363636 -1
47 64  62 0.363636 -1
47 0  63 0.5 -1
47 74  63 0.5 -1
47   64 1 -1
47   65 0.285714 -1
47   65 0.285714 -1
47 55 66 65 0.428571 -1
47 77  66 0.4 -1
47 32  66 0.4 -1
47   66 0.2 -1
47 60 37 67 0.6 -1
47   67 0.4 -1
47   68 0.333333 -1
47 35  68 0.666667 -1
47 20 29 69 1 -1
47 55  70 0.571429 -1
47 8 43 70 0.428571 -1
47 25  71 0.363636 -1
47 11 20 71 0.272727 -1
47 68  71 0.363636 -1
47 58 35 72 0.5 -1
47 53 49 72 0.5 -1
47   73 0.285714 -1
47 46 42 73 0.428571 -1
47   73 0.285714 -1
47 31  74 0.444444 -1
47   74 0.222222 -1
47 20 25 74 0.333333 -1
47   75 0.333333 -1
47   75 0.333333 -1
47   75 0.333333 -1
47 23  76 0.363636 -1
47 33 8 76 0.272727 -1
47 22  76 0.363636 -1
47 64 35 77 1 -1
47   78 0.333333 -1
47 46  78 0.666667 -1
47 76 45 79 0.375 -1
47   79 0.25 -1
47 52 77 79 0.375 -1
48 69 40 0 0.428571 -1
48   0 0.285714 -1
48   0 0.285714 -1
48 31 15 1 1 -1
48 11 43 2 0.428571 -1
48   2 0.285714 -1
48   2 0.285714 -1
48 29 18 3 0.428571 -1
48 45  3 0.571429 -1
48 61 20 4 1 -1
48 32 61 5 0.333333 -1
48 67 60 5 0.333333 -1
48 29 75 5 0.333333 -1
48 76  6 1 -1
48   7 0.285714 -1
48   7 0.285714 -1
48 72 26 7 0.428571 -1
48 35  8 1 -1
48 77  9 0.571429 -1
48 38 7 9 0.428571 -1
48 49 18 10 1 -1
48 61 37 11 1 -1
48 51  12 1 -1
48 3  13 1 -1
48   14 1 -1
48   15 0.2 -1
48 9  15 0.4 -1
48 77  15 0.4 -1
48   16 0.5 -1
48   16 0.5 -1
48   17 0.222222 -1
48 3 71 17 0.333333 -1
48 23  17 0.444444 -1
48 77  18 0.4 -1
48   18 0.2 -1
48 70  18 0.4 -1
48   19 0.333333 -1
48   19 0.333333 -1
48   19 0.333333 -1
48 46  20 1 -1
48   21 0.25 -1
48   21 0.25 -1
48 26  21 0.5 -1
48   22 0.285714 -1
48 72 52 22 0.428571 -1
48   22 0.285714 -1
48 34  23 0.666667 -1
48   23 0.333333 -1
48 20 35 24 0.428571 -1
48 77  24 0.571429 -1
48   25 0.5 -1
48   25 0.5 -1
48 1  26 1 -1
48   27 0.2 -1
48 72  27 0.4 -1
48 64  27 0.4 -1
48 49  28 0.444444 -1
48 9 55 28 0.333333 -1
48   28 0.222222 -1
48 43 69 29 0.375 -1
48   29 0.25 -1
48 11 74 29 0.375 -1
48 26  30 0.4 -1
48 23 56 30 0.3 -1
48 19 39 30 0.3 -1
48 23  31 0.363636 -1
48 61 16 31 0.272727 -1
48 54  31 0.363636 -1
48   32 0.4 -1
48 43 77 32 0.6 -1
48 69  33 0.363636 -1
48 35 9 33 0.272727 -1
48 64  33 0.363636 -1
48 43  34 0.363636 -1
48 70  34 0.363636 -1
48 74 58 34 0.272727 -1
48 56 49 35 0.333333 -1
48   35 0.222222 -1
48 56  35 0.444444 -1
48 9  36 0.4 -1
48 31 65 36 0.3 -1
48 47 1 36 0.3 -1
48 34 70 37 1 -1
48 22 35 38 0.6 -1
48   38 0.4 -1
48   39 0.222222 -1
48 69 64 39 0.333333 -1
48 79  39 0.444444 -1
48   40 0.4 -1
48 14 29 40 0.6 -1
48 32  41 1 -1
48   42 1 -1
48   43 0.4 -1
48 77 74 43 0.6 -1
48   44 0.25 -1
48   44 0.25 -1
48 31  44 0.5 -1
48   45 1 -1
48   46 0.4 -1
48 18 7 46 0.6 -1
48 9  47 0.5 -1
48 46  47 0.5 -1
48   49 0.4 -1
48 32 17 49 0.6 -1
48 49  50 0.4 -1
48 26 30 50 0.3 -1
48 33 36 50 0.3 -1
48   51 0.285714 -1
48   51 0.285714 -1
48 7 61 51 0.428571 -1
48   52 0.5 -1
48   52 0.5 -1
48 44  53 0.5 -1
48 64  53 0.5 -1
48   54 1 -1
48 23 18 55 0.428571 -1
48 46  55 0.571429 -1
48 12 26 56 0.375 -1
48   56 0.25 -1
48 74 35 56 0.375 -1
48   57 1 -1
48 74 31 58 0.428571 -1
48   58 0.285714 -1
48   58 0.285714 -1
48   59 1 -1
48 14  60 0.5 -1
48 32  60 0.5 -1
48   61 0.5 -1
48   61 0.5 -1
48 23 31 62 1 -1
48 70  63 0.5 -1
48 0  63 0.5 -1
48 29 25 64 0.428571 -1
48 23  64 0.571429 -1
48   65 0.5 -1
48   65 0.5 -1
48 72 29 66 0.3 -1
48 67 13 66 0.3 -1
48 14  66 0.4 -1
